Transect	Distance	Layer	StrS	StrD
Tundra1	74	Herbaceous	0	0
Tundra1	75	Herbaceous	2	1
Tundra1	76	Herbaceous	2	1
Tundra1	77	Herbaceous	0	0
Tundra1	78	Herbaceous	0	0
Tundra1	79	Herbaceous	2	0.333333333333333
Tundra1	80	Herbaceous	0	0
Tundra1	81	Herbaceous	2	1
Tundra1	82	Herbaceous	1	0
Tundra1	83	Herbaceous	3	0.666666666666667
Tundra1	84	Herbaceous	1	0
Tundra1	85	Herbaceous	2	1
Tundra1	86	Herbaceous	3	1.16666666666667
Tundra1	87	Herbaceous	2	0.333333333333333
Tundra1	88	Herbaceous	2	1
Tundra1	89	Herbaceous	4	1.30555555555556
Tundra1	90	Herbaceous	4	1.30555555555556
Tundra1	91	Herbaceous	2	0.333333333333333
Tundra1	92	Herbaceous	4	1.30555555555556
Tundra1	93	Herbaceous	3	1.16666666666667
Tundra1	94	Herbaceous	4	1.30555555555556
Tundra1	95	Herbaceous	4	1.30555555555556
Tundra1	96	Herbaceous	3	0.666666666666667
Tundra1	97	Herbaceous	3	0.666666666666667
Tundra1	98	Herbaceous	2	1
Tundra1	99	Herbaceous	2	1
Tundra1	100	Herbaceous	1	0
Tundra1	101	Herbaceous	1	0
Tundra1	102	Herbaceous	2	0.666666666666667
Tundra1	103	Herbaceous	3	0.666666666666667
Tundra1	104	Herbaceous	1	0
Tundra1	105	Herbaceous	4	1.30555555555556
Tundra1	106	Herbaceous	2	0.333333333333333
Tundra1	107	Herbaceous	1	0
Tundra1	108	Herbaceous	4	1.30555555555556
Tundra1	109	Herbaceous	2	0.333333333333333
Tundra1	110	Herbaceous	3	1.16666666666667
Tundra1	111	Herbaceous	3	0.666666666666667
Tundra1	112	Herbaceous	2	0.333333333333333
Tundra1	113	Herbaceous	3	0.666666666666667
Tundra1	114	Herbaceous	3	0.666666666666667
Tundra1	115	Herbaceous	2	0.333333333333333
Tundra1	116	Herbaceous	2	0.333333333333333
Tundra1	117	Herbaceous	1	0
Tundra1	118	Herbaceous	0	0
Tundra1	119	Herbaceous	2	0.666666666666667
Tundra1	120	Herbaceous	2	0.333333333333333
Tundra1	121	Herbaceous	0	0
Tundra1	122	Herbaceous	0	0
Tundra1	123	Herbaceous	2	0.333333333333333
Tundra1	124	Herbaceous	2	0.333333333333333
Tundra1	125	Herbaceous	1	0
Tundra1	126	Herbaceous	0	0
Tundra1	127	Herbaceous	2	0.333333333333333
Tundra1	128	Herbaceous	0	0
Tundra1	129	Herbaceous	0	0
Tundra1	130	Herbaceous	0	0
Tundra1	131	Herbaceous	1	0
Tundra1	132	Herbaceous	1	0
Tundra1	133	Herbaceous	2	0.333333333333333
Tundra1	134	Herbaceous	2	0.333333333333333
Tundra1	135	Herbaceous	0	0
Tundra1	136	Herbaceous	2	0.333333333333333
Tundra1	137	Herbaceous	2	0.333333333333333
Tundra1	138	Herbaceous	2	0.333333333333333
Tundra1	139	Herbaceous	2	0.333333333333333
Tundra1	140	Herbaceous	1	0
Tundra1	141	Herbaceous	2	0.333333333333333
Tundra1	142	Herbaceous	2	0.333333333333333
Tundra1	143	Herbaceous	0	0
Tundra1	144	Herbaceous	0	0
Tundra1	145	Herbaceous	3	0.666666666666667
Tundra1	146	Herbaceous	2	0.333333333333333
Tundra1	147	Herbaceous	2	0.333333333333333
Tundra1	148	Herbaceous	3	0.666666666666667
Tundra1	149	Herbaceous	2	0.333333333333333
Tundra1	150	Herbaceous	2	0.333333333333333
Tundra1	151	Herbaceous	0	0
Tundra1	152	Herbaceous	0	0
Tundra1	153	Herbaceous	2	0.333333333333333
Tundra1	154	Herbaceous	2	0.333333333333333
Tundra1	155	Herbaceous	2	0.333333333333333
Tundra1	156	Herbaceous	3	0.666666666666667
Tundra1	157	Herbaceous	2	0.333333333333333
Tundra1	158	Herbaceous	2	0.333333333333333
Tundra1	159	Herbaceous	2	0.333333333333333
Tundra1	160	Herbaceous	2	0.333333333333333
Tundra1	161	Herbaceous	2	0.333333333333333
Tundra1	162	Herbaceous	2	0.333333333333333
Tundra1	163	Herbaceous	2	0.333333333333333
Tundra1	164	Herbaceous	2	0.333333333333333
Tundra1	165	Herbaceous	2	0.333333333333333
Tundra1	166	Herbaceous	3	0.666666666666667
Tundra1	167	Herbaceous	3	0.666666666666667
Tundra1	168	Herbaceous	2	0.333333333333333
Tundra1	169	Herbaceous	2	0.333333333333333
Tundra1	170	Herbaceous	2	0.333333333333333
Tundra1	171	Herbaceous	3	0.666666666666667
Tundra1	172	Herbaceous	2	0.333333333333333
Tundra1	173	Herbaceous	3	0.666666666666667
Tundra1	174	Herbaceous	3	0.666666666666667
Tundra1	175	Herbaceous	1	0
Tundra1	176	Herbaceous	2	0.333333333333333
Tundra1	177	Herbaceous	3	0.666666666666667
Tundra1	178	Herbaceous	3	0.666666666666667
Tundra1	179	Herbaceous	2	0.333333333333333
Tundra1	180	Herbaceous	2	0.333333333333333
Tundra1	181	Herbaceous	3	0.666666666666667
Tundra1	182	Herbaceous	3	1
Tundra1	183	Herbaceous	2	0.333333333333333
Tundra1	184	Herbaceous	3	0.666666666666667
Tundra1	185	Herbaceous	2	0.333333333333333
Tundra1	186	Herbaceous	2	0.333333333333333
Tundra1	187	Herbaceous	3	0.666666666666667
Tundra1	188	Herbaceous	3	0.666666666666667
Tundra1	189	Herbaceous	5	1.08333333333333
Tundra1	190	Herbaceous	4	1.30555555555556
Tundra1	191	Herbaceous	3	1.16666666666667
Tundra1	192	Herbaceous	4	1.33333333333333
Tundra1	193	Herbaceous	4	1.30555555555556
Tundra1	194	Herbaceous	4	1.30555555555556
Tundra1	195	Herbaceous	4	1.69444444444444
Tundra1	196	Herbaceous	4	1.30555555555556
Tundra1	197	Herbaceous	4	1.30555555555556
Tundra1	198	Herbaceous	4	1.30555555555556
Tundra1	199	Herbaceous	3	0.666666666666667
Tundra1	200	Herbaceous	3	1
Tundra1	201	Herbaceous	4	1.58333333333333
Tundra1	202	Herbaceous	5	1.83333333333333
Tundra1	203	Herbaceous	4	1.69444444444444
Tundra1	204	Herbaceous	4	1
Tundra1	205	Herbaceous	4	1.30555555555556
Tundra1	206	Herbaceous	4	1.58333333333333
Tundra1	207	Herbaceous	5	1.75
Tundra1	208	Herbaceous	5	1.75
Tundra1	209	Herbaceous	3	1
Tundra1	210	Herbaceous	4	1.30555555555556
Tundra1	211	Herbaceous	4	1.30555555555556
Tundra1	212	Herbaceous	4	1.30555555555556
Tundra1	213	Herbaceous	3	1
Tundra1	214	Herbaceous	5	1.52777777777778
Tundra1	215	Herbaceous	6	1.90277777777778
Tundra1	216	Herbaceous	5	1.52777777777778
Tundra1	217	Herbaceous	6	1.92777777777778
Tundra1	218	Herbaceous	4	1.58333333333333
Tundra1	219	Herbaceous	6	1.92777777777778
Tundra1	220	Herbaceous	4	1
Tundra1	221	Herbaceous	3	0.666666666666667
Tundra1	222	Herbaceous	3	0.666666666666667
Tundra1	223	Herbaceous	3	0.666666666666667
Tundra1	224	Herbaceous	3	0.666666666666667
Tundra1	225	Herbaceous	2	0.333333333333333
Tundra1	226	Herbaceous	4	0.652777777777778
Tundra1	227	Herbaceous	1	0
Tundra2	1	Herbaceous	2	0.333333333333333
Tundra2	2	Herbaceous	4	1
Tundra2	3	Herbaceous	3	0.666666666666667
Tundra2	4	Herbaceous	3	0.666666666666667
Tundra2	5	Herbaceous	4	1
Tundra2	6	Herbaceous	4	0.972222222222222
Tundra2	7	Herbaceous	3	0.833333333333333
Tundra2	8	Herbaceous	2	0.333333333333333
Tundra2	9	Herbaceous	2	0.333333333333333
Tundra2	10	Herbaceous	3	0.666666666666667
Tundra2	11	Herbaceous	3	0.666666666666667
Tundra2	12	Herbaceous	2	0.333333333333333
Tundra2	13	Herbaceous	0	0
Tundra2	14	Herbaceous	2	0.333333333333333
Tundra2	15	Herbaceous	3	0.666666666666667
Tundra2	16	Herbaceous	0	0
Tundra2	17	Herbaceous	0	0
Tundra2	18	Herbaceous	3	0.666666666666667
Tundra2	19	Herbaceous	2	0.666666666666667
Tundra2	20	Herbaceous	2	0.333333333333333
Tundra2	21	Herbaceous	2	0.333333333333333
Tundra2	22	Herbaceous	2	0.333333333333333
Tundra2	23	Herbaceous	2	0.333333333333333
Tundra2	24	Herbaceous	4	1
Tundra2	25	Herbaceous	2	0.666666666666667
Tundra2	26	Herbaceous	4	1
Tundra2	27	Herbaceous	4	1.22222222222222
Tundra2	28	Herbaceous	5	1.22222222222222
Tundra2	29	Herbaceous	4	1
Tundra2	30	Herbaceous	5	1.22222222222222
Tundra2	31	Herbaceous	4	1
Tundra2	32	Herbaceous	5	1.22222222222222
Tundra2	33	Herbaceous	3	0.666666666666667
Tundra2	34	Herbaceous	4	1
Tundra2	35	Herbaceous	4	1
Tundra2	36	Herbaceous	4	1
Tundra2	37	Herbaceous	3	0.666666666666667
Tundra2	38	Herbaceous	2	0.333333333333333
Tundra2	39	Herbaceous	3	0.666666666666667
Tundra2	40	Herbaceous	4	1
Tundra2	41	Herbaceous	4	1
Tundra2	42	Herbaceous	5	1.19444444444444
Tundra2	43	Herbaceous	4	1
Tundra2	44	Herbaceous	4	0.972222222222222
Tundra2	45	Herbaceous	4	0.972222222222222
Tundra2	46	Herbaceous	4	1
Tundra2	47	Herbaceous	3	0.666666666666667
Tundra2	48	Herbaceous	4	1
Tundra2	49	Herbaceous	4	1
Tundra2	50	Herbaceous	2	0.333333333333333
Tundra2	51	Herbaceous	2	0.333333333333333
Tundra2	52	Herbaceous	2	0.333333333333333
Tundra2	53	Herbaceous	2	0.333333333333333
Tundra2	54	Herbaceous	3	0.666666666666667
Tundra2	55	Herbaceous	3	0.666666666666667
Tundra2	56	Herbaceous	4	1
Tundra2	57	Herbaceous	5	1.22222222222222
Tundra2	58	Herbaceous	5	1.22222222222222
Tundra2	59	Herbaceous	4	1
Tundra2	60	Herbaceous	4	1
Tundra2	61	Herbaceous	4	1
Tundra2	62	Herbaceous	4	1
Tundra2	63	Herbaceous	4	1
Tundra2	64	Herbaceous	3	0.666666666666667
Tundra2	65	Herbaceous	3	0.666666666666667
Tundra2	66	Herbaceous	3	0.666666666666667
Tundra2	67	Herbaceous	3	0.666666666666667
Tundra2	68	Herbaceous	4	0.972222222222222
Tundra2	69	Herbaceous	5	1.22222222222222
Tundra2	70	Herbaceous	4	1
Tundra2	71	Herbaceous	4	1
Tundra2	72	Herbaceous	5	1.22222222222222
Tundra2	73	Herbaceous	4	0.972222222222222
Tundra2	74	Herbaceous	5	1.22222222222222
Tundra2	75	Herbaceous	5	1.22222222222222
Tundra2	76	Herbaceous	4	1
Tundra2	77	Herbaceous	4	1
Tundra2	78	Herbaceous	4	1
Tundra2	79	Herbaceous	3	0.666666666666667
Tundra2	80	Herbaceous	2	0.333333333333333
Tundra2	81	Herbaceous	3	0.666666666666667
Tundra3	1	Herbaceous	0	0
Tundra3	2	Herbaceous	3	0.666666666666667
Tundra3	3	Herbaceous	3	0.666666666666667
Tundra3	4	Herbaceous	2	0.333333333333333
Tundra3	5	Herbaceous	2	0.333333333333333
Tundra3	6	Herbaceous	2	0.333333333333333
Tundra3	7	Herbaceous	2	0.333333333333333
Tundra3	8	Herbaceous	2	0.333333333333333
Tundra3	9	Herbaceous	2	0.333333333333333
Tundra3	10	Herbaceous	1	0
Tundra3	11	Herbaceous	2	0.333333333333333
Tundra3	12	Herbaceous	2	0.333333333333333
Tundra3	13	Herbaceous	2	0.333333333333333
Tundra3	14	Herbaceous	2	0.333333333333333
Tundra3	15	Herbaceous	2	0.333333333333333
Tundra3	16	Herbaceous	2	0.333333333333333
Tundra3	17	Herbaceous	3	0.666666666666667
Tundra3	18	Herbaceous	2	0.333333333333333
Tundra3	19	Herbaceous	2	0.333333333333333
Tundra3	20	Herbaceous	3	0.666666666666667
Tundra3	21	Herbaceous	3	0.666666666666667
Tundra3	22	Herbaceous	3	0.666666666666667
Tundra3	23	Herbaceous	2	0.333333333333333
Tundra3	24	Herbaceous	2	0.333333333333333
Tundra3	25	Herbaceous	4	0.972222222222222
Tundra3	26	Herbaceous	4	1
Tundra3	27	Herbaceous	3	0.666666666666667
Tundra3	28	Herbaceous	2	0.333333333333333
Tundra3	29	Herbaceous	2	0.333333333333333
Tundra3	30	Herbaceous	2	0.333333333333333
Tundra3	31	Herbaceous	3	0.666666666666667
Tundra3	32	Herbaceous	3	0.666666666666667
Tundra3	33	Herbaceous	3	0.666666666666667
Tundra3	34	Herbaceous	3	0.666666666666667
Tundra3	35	Herbaceous	2	0.333333333333333
Tundra3	36	Herbaceous	3	0.666666666666667
Tundra3	37	Herbaceous	3	0.666666666666667
Tundra3	38	Herbaceous	3	0.666666666666667
Tundra3	39	Herbaceous	3	0.666666666666667
Tundra3	40	Herbaceous	2	0.333333333333333
Tundra3	41	Herbaceous	3	0.666666666666667
Tundra3	42	Herbaceous	3	0.666666666666667
Tundra3	43	Herbaceous	3	0.666666666666667
Tundra3	44	Herbaceous	4	1
Tundra3	45	Herbaceous	4	1
Tundra3	46	Herbaceous	3	0.666666666666667
Tundra3	47	Herbaceous	3	0.666666666666667
Tundra3	48	Herbaceous	3	0.666666666666667
Tundra3	49	Herbaceous	4	1
Tundra3	50	Herbaceous	3	0.666666666666667
Tundra3	51	Herbaceous	3	1
Tundra3	52	Herbaceous	4	1
Tundra3	53	Herbaceous	4	1
Tundra3	54	Herbaceous	3	0.666666666666667
Tundra3	55	Herbaceous	3	0.666666666666667
Tundra3	56	Herbaceous	3	0.666666666666667
Tundra3	57	Herbaceous	3	0.666666666666667
Tundra3	58	Herbaceous	3	0.666666666666667
Tundra3	59	Herbaceous	4	1
Tundra3	60	Herbaceous	3	0.666666666666667
Tundra3	61	Herbaceous	3	0.666666666666667
Tundra3	62	Herbaceous	3	0.666666666666667
Tundra3	63	Herbaceous	3	0.666666666666667
Tundra3	64	Herbaceous	3	0.666666666666667
Tundra3	65	Herbaceous	3	0.666666666666667
Tundra3	66	Herbaceous	3	0.666666666666667
Tundra3	67	Herbaceous	3	0.666666666666667
Tundra3	68	Herbaceous	3	0.666666666666667
Tundra3	69	Herbaceous	4	1
Tundra3	70	Herbaceous	3	0.666666666666667
Tundra3	71	Herbaceous	4	1
Tundra3	72	Herbaceous	3	0.666666666666667
Tundra3	73	Herbaceous	3	0.666666666666667
Tundra3	74	Herbaceous	5	1.22222222222222
Tundra3	75	Herbaceous	3	0.666666666666667
Tundra3	76	Herbaceous	3	0.666666666666667
Tundra3	77	Herbaceous	5	1.22222222222222
Tundra3	78	Herbaceous	5	1.25
Tundra3	79	Herbaceous	4	1
Tundra3	80	Herbaceous	4	1
Tundra3	81	Herbaceous	5	1.22222222222222
Tundra3	82	Herbaceous	3	0.666666666666667
Tundra3	83	Herbaceous	3	0.666666666666667
Tundra3	84	Herbaceous	3	0.666666666666667
Tundra3	85	Herbaceous	4	1
Tundra3	86	Herbaceous	3	0.666666666666667
Tundra3	87	Herbaceous	5	1.19444444444444
Tundra3	88	Herbaceous	3	0.666666666666667
Tundra3	89	Herbaceous	3	0.666666666666667
Tundra3	90	Herbaceous	3	0.666666666666667
Tundra3	91	Herbaceous	4	1
Tundra3	92	Herbaceous	5	1.75
Tundra3	93	Herbaceous	3	0.666666666666667
Tundra3	94	Herbaceous	3	0.666666666666667
Tundra3	95	Herbaceous	3	0.666666666666667
Tundra3	96	Herbaceous	5	1.22222222222222
Tundra3	97	Herbaceous	4	1.41666666666667
Tundra3	98	Herbaceous	3	0.666666666666667
Tundra3	99	Herbaceous	3	0.666666666666667
Tundra3	100	Herbaceous	3	0.666666666666667
Tundra3	101	Herbaceous	3	0.666666666666667
Tundra3	102	Herbaceous	3	0.666666666666667
Tundra3	103	Herbaceous	3	0.666666666666667
Tundra3	104	Herbaceous	4	1
Tundra3	105	Herbaceous	4	1
Tundra3	106	Herbaceous	5	1.75
Tundra3	107	Herbaceous	5	1.75
Tundra3	108	Herbaceous	4	1
Tundra3	109	Herbaceous	4	1.30555555555556
Tundra3	110	Herbaceous	2	0.333333333333333
Tundra3	111	Herbaceous	3	1
Tundra3	112	Herbaceous	3	1
Tundra3	113	Herbaceous	4	1
Tundra3	114	Herbaceous	4	0.972222222222222
Tundra3	115	Herbaceous	3	0.666666666666667
Tundra3	116	Herbaceous	3	0.666666666666667
Tundra3	117	Herbaceous	2	0.333333333333333
Tundra3	118	Herbaceous	3	0.666666666666667
Tundra3	119	Herbaceous	3	0.666666666666667
Tundra3	120	Herbaceous	2	0.333333333333333
Tundra3	121	Herbaceous	3	0.666666666666667
Tundra3	122	Herbaceous	3	0.666666666666667
Tundra3	123	Herbaceous	2	0.333333333333333
Tundra3	124	Herbaceous	2	0.333333333333333
Tundra3	125	Herbaceous	2	0.333333333333333
Tundra3	126	Herbaceous	2	0.333333333333333
Tundra3	127	Herbaceous	2	0.333333333333333
Tundra3	128	Herbaceous	2	0.333333333333333
Tundra3	129	Herbaceous	2	0.333333333333333
Tundra3	130	Herbaceous	2	0.333333333333333
Tundra3	131	Herbaceous	2	0.333333333333333
Tundra3	132	Herbaceous	2	0.333333333333333
Tundra3	133	Herbaceous	2	0.333333333333333
Tundra3	134	Herbaceous	2	0.333333333333333
Tundra3	135	Herbaceous	2	0.333333333333333
Tundra3	136	Herbaceous	4	1
Tundra3	137	Herbaceous	6	1.68055555555556
Tundra3	138	Herbaceous	1	0
Tundra3	139	Herbaceous	3	1
Tundra3	140	Herbaceous	0	0
Tundra3	141	Herbaceous	0	0
Tundra3	142	Herbaceous	0	0
Tundra3	143	Herbaceous	1	0
Tundra3	144	Herbaceous	2	0.666666666666667
Tundra3	145	Herbaceous	0	0
Tundra3	146	Herbaceous	0	0
Tundra3	147	Herbaceous	0	0
Tundra3	148	Herbaceous	0	0
Tundra3	149	Herbaceous	0	0
Tundra3	150	Herbaceous	0	0
Tundra3	151	Herbaceous	0	0
Tundra3	152	Herbaceous	0	0
Tundra3	153	Herbaceous	2	0.333333333333333
Tundra3	154	Herbaceous	0	0
Tundra3	155	Herbaceous	1	0
Tundra3	156	Herbaceous	0	0
Tundra3	157	Herbaceous	3	1.33333333333333
Tundra3	158	Herbaceous	4	1.48611111111111
Tundra3	159	Herbaceous	5	1.66666666666667
Tundra3	160	Herbaceous	3	0.666666666666667
Tundra3	161	Herbaceous	2	0.333333333333333
Tundra3	162	Herbaceous	2	0.333333333333333
Tundra3	163	Herbaceous	2	0.333333333333333
Tundra3	164	Herbaceous	2	0.333333333333333
Tundra3	165	Herbaceous	2	0.333333333333333
Tundra3	166	Herbaceous	2	0.333333333333333
Tundra3	167	Herbaceous	2	0.333333333333333
Tundra3	168	Herbaceous	2	0.333333333333333
Tundra3	169	Herbaceous	2	0.333333333333333
Tundra3	170	Herbaceous	2	0.333333333333333
Tundra3	171	Herbaceous	2	0.333333333333333
Tundra3	172	Herbaceous	2	0.333333333333333
Tundra3	173	Herbaceous	0	0
Tundra3	174	Herbaceous	0	0
Tundra3	175	Herbaceous	0	0
Tundra3	176	Herbaceous	0	0
Tundra3	177	Herbaceous	0	0
Tundra3	178	Herbaceous	0	0
Tundra3	179	Herbaceous	1	0
Tundra3	180	Herbaceous	2	0.333333333333333
Tundra3	181	Herbaceous	3	0.666666666666667
Tundra3	182	Herbaceous	2	0.333333333333333
Tundra3	183	Herbaceous	2	0.333333333333333
Tundra3	184	Herbaceous	3	0.666666666666667
Tundra3	185	Herbaceous	3	0.666666666666667
Tundra3	186	Herbaceous	3	0.666666666666667
Tundra3	187	Herbaceous	3	0.666666666666667
Tundra3	188	Herbaceous	2	0.666666666666667
Tundra3	189	Herbaceous	4	1
Tundra3	190	Herbaceous	3	0.666666666666667
Tundra3	191	Herbaceous	4	0.972222222222222
Tundra3	192	Herbaceous	3	1
Tundra3	193	Herbaceous	3	0.666666666666667
Tundra3	194	Herbaceous	3	0.666666666666667
Tundra3	195	Herbaceous	4	0.652777777777778
Tundra3	196	Herbaceous	3	1
Tundra3	197	Herbaceous	2	0.666666666666667
Ecotone1	1	Woody	0	0
Ecotone1	2	Woody	1	0
Ecotone1	3	Woody	3	0.571428571428571
Ecotone1	4	Woody	3	0.857142857142857
Ecotone1	5	Woody	3	0.857142857142857
Ecotone1	6	Woody	1	0
Ecotone1	7	Woody	0	0
Ecotone1	8	Woody	3	0.571428571428571
Ecotone1	9	Woody	3	0.571428571428571
Ecotone1	10	Woody	2	0.285714285714286
Ecotone1	11	Woody	3	0.571428571428571
Ecotone1	12	Woody	0	0
Ecotone1	13	Woody	1	0
Ecotone1	14	Woody	0	0
Ecotone1	15	Woody	1	0
Ecotone1	16	Woody	2	0.571428571428571
Ecotone1	17	Woody	2	0.285714285714286
Ecotone1	18	Woody	1	0
Ecotone1	19	Woody	2	0.285714285714286
Ecotone1	20	Woody	2	0.285714285714286
Ecotone1	21	Woody	2	0.285714285714286
Ecotone1	22	Woody	2	0.571428571428571
Ecotone1	23	Woody	2	0.571428571428571
Ecotone1	24	Woody	2	0.285714285714286
Ecotone1	25	Woody	1	0
Ecotone1	26	Woody	2	0.571428571428571
Ecotone1	27	Woody	1	0
Ecotone1	28	Woody	0	0
Ecotone1	29	Woody	2	0.571428571428571
Ecotone1	30	Woody	2	0.571428571428571
Ecotone1	31	Woody	3	0.857142857142857
Ecotone1	32	Woody	3	0.571428571428571
Ecotone1	33	Woody	4	0.714285714285714
Ecotone1	34	Woody	2	0.285714285714286
Ecotone1	35	Woody	4	0.571428571428571
Ecotone1	36	Woody	3	0.857142857142857
Ecotone1	37	Woody	4	0.607142857142857
Ecotone1	38	Woody	2	0.285714285714286
Ecotone1	39	Woody	1	0
Ecotone1	40	Woody	1	0
Ecotone1	41	Woody	0	0
Ecotone1	42	Woody	0	0
Ecotone1	43	Woody	1	0
Ecotone1	44	Woody	0	0
Ecotone1	45	Woody	3	0.571428571428571
Ecotone1	46	Woody	0	0
Ecotone1	47	Woody	0	0
Ecotone1	48	Woody	0	0
Ecotone1	49	Woody	0	0
Ecotone1	50	Woody	0	0
Ecotone1	51	Woody	0	0
Ecotone1	52	Woody	0	0
Ecotone1	53	Woody	0	0
Ecotone1	54	Woody	0	0
Ecotone1	55	Woody	1	0
Ecotone1	56	Woody	1	0
Ecotone1	57	Woody	1	0
Ecotone1	58	Woody	0	0
Ecotone1	59	Woody	3	0.571428571428571
Ecotone1	60	Woody	2	0.285714285714286
Ecotone1	61	Woody	0	0
Ecotone1	62	Woody	3	0.571428571428571
Ecotone1	63	Woody	3	1.14285714285714
Ecotone1	64	Woody	5	1.35119047619048
Ecotone1	65	Woody	4	0.714285714285714
Ecotone1	66	Woody	2	0.285714285714286
Ecotone1	67	Woody	5	0.964285714285714
Ecotone1	68	Woody	3	1.14285714285714
Ecotone1	69	Woody	2	0.285714285714286
Ecotone1	70	Woody	1	0
Ecotone1	71	Woody	1	0
Ecotone1	72	Woody	1	0
Ecotone1	73	Woody	0	0
Ecotone1	74	Woody	0	0
Ecotone1	75	Woody	3	0.857142857142857
Ecotone1	76	Woody	0	0
Ecotone1	77	Woody	0	0
Ecotone1	78	Woody	2	0.571428571428571
Ecotone1	79	Woody	1	0
Ecotone1	80	Woody	3	0.571428571428571
Ecotone1	81	Woody	2	0.857142857142857
Ecotone1	82	Woody	1	0
Ecotone1	83	Woody	0	0
Ecotone1	84	Woody	0	0
Ecotone1	85	Woody	0	0
Ecotone1	86	Woody	0	0
Ecotone1	87	Woody	0	0
Ecotone1	88	Woody	0	0
Ecotone1	89	Woody	0	0
Ecotone1	90	Woody	0	0
Ecotone1	91	Woody	0	0
Ecotone1	92	Woody	0	0
Ecotone1	93	Woody	0	0
Ecotone1	94	Woody	0	0
Ecotone1	95	Woody	2	1.42857142857143
Ecotone1	96	Woody	0	0
Ecotone1	97	Woody	1	0
Ecotone1	98	Woody	2	0.285714285714286
Ecotone1	99	Woody	2	0.571428571428571
Ecotone1	100	Woody	2	0.571428571428571
Ecotone1	101	Woody	0	0
Ecotone1	102	Woody	2	0.857142857142857
Ecotone1	103	Woody	1	0
Ecotone1	104	Woody	1	0
Ecotone1	105	Woody	1	0
Ecotone1	106	Woody	2	0.857142857142857
Ecotone1	107	Woody	3	1.14285714285714
Ecotone1	108	Woody	2	0.571428571428571
Ecotone1	109	Woody	1	0
Ecotone1	110	Woody	0	0
Ecotone1	111	Woody	2	0.571428571428571
Ecotone1	112	Woody	2	0.285714285714286
Ecotone1	113	Woody	4	0.571428571428571
Ecotone1	114	Woody	2	0.571428571428571
Ecotone1	115	Woody	3	0.571428571428571
Ecotone1	116	Woody	2	0.571428571428571
Ecotone1	117	Woody	1	0
Ecotone1	118	Woody	3	0.857142857142857
Ecotone1	119	Woody	4	1.14285714285714
Ecotone1	120	Woody	3	0.857142857142857
Ecotone1	121	Woody	2	0.285714285714286
Ecotone1	122	Woody	4	0.857142857142857
Ecotone1	123	Woody	3	0.571428571428571
Ecotone1	124	Woody	2	0.857142857142857
Ecotone1	125	Woody	2	0.571428571428571
Ecotone1	126	Woody	1	0
Ecotone1	127	Woody	4	0.55952380952381
Ecotone1	128	Woody	4	0.821428571428571
Ecotone1	129	Woody	3	0.571428571428571
Ecotone1	130	Woody	3	0.571428571428571
Ecotone1	131	Woody	3	1.14285714285714
Ecotone1	132	Woody	4	1.30952380952381
Ecotone1	133	Woody	4	0.821428571428571
Ecotone1	134	Woody	4	1.10714285714286
Ecotone1	135	Woody	4	0.833333333333333
Ecotone1	136	Woody	3	0.571428571428571
Ecotone1	137	Woody	4	1.02380952380952
Ecotone1	138	Woody	2	0.571428571428571
Ecotone1	139	Woody	4	1.10714285714286
Ecotone1	140	Woody	2	0.285714285714286
Ecotone1	141	Woody	1	0
Ecotone1	142	Woody	3	0.571428571428571
Ecotone1	143	Woody	1	0
Ecotone1	144	Woody	1	0
Ecotone1	145	Woody	2	0.285714285714286
Ecotone1	146	Woody	3	0.857142857142857
Ecotone1	147	Woody	1	0
Ecotone1	148	Woody	0	0
Ecotone1	149	Woody	0	0
Ecotone1	150	Woody	2	0.571428571428571
Ecotone1	151	Woody	3	0.571428571428571
Ecotone1	152	Woody	1	0
Ecotone1	153	Woody	0	0
Ecotone1	154	Woody	1	0
Ecotone1	155	Woody	0	0
Ecotone1	156	Woody	0	0
Ecotone1	157	Woody	1	0
Ecotone1	158	Woody	0	0
Ecotone1	159	Woody	0	0
Ecotone1	160	Woody	2	0.571428571428571
Ecotone1	161	Woody	1	0
Ecotone1	162	Woody	0	0
Ecotone1	163	Woody	1	0
Ecotone1	164	Woody	1	0
Ecotone1	165	Woody	4	0.916666666666667
Ecotone1	166	Woody	1	0
Ecotone1	167	Woody	3	0.571428571428571
Ecotone1	168	Woody	4	0.916666666666667
Ecotone1	169	Woody	3	0.857142857142857
Ecotone1	170	Woody	2	0.285714285714286
Ecotone1	171	Woody	7	1.29464285714286
Ecotone1	172	Woody	4	0.857142857142857
Ecotone1	173	Woody	4	0.595238095238095
Ecotone1	174	Woody	5	0.833333333333333
Ecotone1	175	Woody	3	0.857142857142857
Ecotone1	176	Woody	2	0.571428571428571
Ecotone1	177	Woody	4	0.857142857142857
Ecotone1	178	Woody	1	0
Ecotone1	179	Woody	2	0.285714285714286
Ecotone1	180	Woody	3	0.571428571428571
Ecotone1	181	Woody	4	0.571428571428571
Ecotone1	182	Woody	3	0.571428571428571
Ecotone1	183	Woody	5	1.21428571428571
Ecotone1	184	Woody	1	0
Ecotone1	185	Woody	3	1.14285714285714
Ecotone1	186	Woody	2	0.285714285714286
Ecotone1	187	Woody	4	0.916666666666667
Ecotone1	188	Woody	3	0.571428571428571
Ecotone1	189	Woody	3	0.571428571428571
Ecotone1	190	Woody	5	0.964285714285714
Ecotone1	191	Woody	5	0.916666666666667
Ecotone1	192	Woody	5	1.02380952380952
