Transect	Distance	Layer	StrS	StrD
Tundra3	17	Ground	9	4.66666666666667
Tundra3	18	Ground	9	4.33333333333333
Tundra3	19	Ground	11	5.33333333333333
Tundra3	20	Ground	10	5
Tundra3	21	Ground	9	4.33333333333333
Tundra3	22	Ground	9	4.66666666666667
Tundra3	23	Ground	11	5.33333333333333
Tundra3	24	Ground	9	4.66666666666667
Tundra3	25	Ground	11	5.33333333333333
Tundra3	26	Ground	10	5.33333333333333
Tundra3	27	Ground	9	4.33333333333333
Tundra3	28	Ground	9	4.33333333333333
Tundra3	29	Ground	10	5
Tundra3	30	Ground	9	4.66666666666667
Tundra3	31	Ground	9	4.66666666666667
Tundra3	32	Ground	10	5
Tundra3	33	Ground	11	5.33333333333333
Tundra3	34	Ground	11	5.33333333333333
Tundra3	35	Ground	10	5
Tundra3	36	Ground	10	5
Tundra3	37	Ground	9	4.66666666666667
Tundra3	38	Ground	10	5
Tundra3	39	Ground	9	4.33333333333333
Tundra3	40	Ground	9	4.66666666666667
Tundra3	41	Ground	8	4.66666666666667
Tundra3	42	Ground	8	5
Tundra3	43	Ground	6	4.33333333333333
Tundra3	44	Ground	6	4
Tundra3	45	Ground	7	4.66666666666667
Tundra3	46	Ground	7	4.66666666666667
Tundra3	47	Ground	6	4.33333333333333
Tundra3	48	Ground	6	4.33333333333333
Tundra3	49	Ground	7	4.33333333333333
Tundra3	50	Ground	9	5
Tundra3	51	Ground	8	4.66666666666667
Tundra3	52	Ground	9	5.33333333333333
Tundra3	53	Ground	8	5
Tundra3	54	Ground	10	5.66666666666667
Tundra3	55	Ground	7	4.33333333333333
Tundra3	56	Ground	10	5.66666666666667
Tundra3	57	Ground	7	4.66666666666667
Tundra3	58	Ground	9	5.33333333333333
Tundra3	59	Ground	8	5
Tundra3	60	Ground	9	5.33333333333333
Tundra3	61	Ground	7	4.33333333333333
Tundra3	62	Ground	8	4.66666666666667
Tundra3	63	Ground	9	5.33333333333333
Tundra3	64	Ground	8	5
Tundra3	65	Ground	8	4.66666666666667
Tundra3	66	Ground	9	5.33333333333333
Tundra3	67	Ground	6	4
Tundra3	68	Ground	8	5
Tundra3	69	Ground	7	4.66666666666667
Tundra3	70	Ground	7	4.33333333333333
Tundra3	71	Ground	8	4.66666666666667
Tundra3	72	Ground	8	5
Tundra3	73	Ground	9	5.27777777777778
Tundra3	74	Ground	9	5.33333333333333
Tundra3	75	Ground	9	5.33333333333333
Tundra3	76	Ground	6	4.33333333333333
Tundra3	77	Ground	8	5
Tundra3	78	Ground	7	4.61111111111111
Tundra3	79	Ground	7	4.66666666666667
Tundra3	80	Ground	8	5
Tundra3	81	Ground	9	5.33333333333333
Tundra3	82	Ground	6	4.33333333333333
Tundra3	83	Ground	7	4.61111111111111
Tundra3	84	Ground	6	4
Tundra3	85	Ground	7	4.33333333333333
Tundra3	86	Ground	8	4.66666666666667
Tundra3	87	Ground	11	5.94444444444444
Tundra3	88	Ground	10	5.33333333333333
Tundra3	89	Ground	6	4
Tundra3	90	Ground	8	4.61111111111111
Tundra3	91	Ground	7	4.33333333333333
Tundra3	92	Ground	8	5.27777777777778
Tundra3	93	Ground	10	5.61111111111111
Tundra3	94	Ground	9	5.33333333333333
Tundra3	95	Ground	6	4.33333333333333
Tundra3	96	Ground	5	4
Tundra3	97	Ground	5	3.88888888888889
Tundra3	98	Ground	5	4
Tundra3	99	Ground	6	4.33333333333333
Tundra3	100	Ground	5	3.66666666666667
Tundra3	101	Ground	5	4
Tundra3	102	Ground	5	3.66666666666667
Tundra3	103	Ground	7	4.66666666666667
Tundra3	104	Ground	7	4.66666666666667
Tundra3	105	Ground	8	4.94444444444444
Tundra3	106	Ground	11	6
Tundra3	107	Ground	11	5.94444444444444
Tundra3	108	Ground	9	5.33333333333333
Tundra3	109	Ground	8	4.33333333333333
Tundra3	110	Ground	9	4.66666666666667
Tundra3	111	Ground	10	5.66666666666667
Tundra3	112	Ground	10	5.33333333333333
Tundra3	113	Ground	9	5.27777777777778
Tundra3	114	Ground	9	4.66666666666667
Tundra3	115	Ground	8	4.33333333333333
Tundra3	116	Ground	8	4.33333333333333
Tundra3	117	Ground	10	5
Tundra3	118	Ground	8	4.33333333333333
Tundra3	119	Ground	10	5.33333333333333
Tundra3	120	Ground	9	4.66666666666667
Tundra3	121	Ground	9	4.66666666666667
Tundra3	122	Ground	10	5
Tundra3	123	Ground	8	4.33333333333333
Tundra3	124	Ground	8	4.33333333333333
Tundra3	125	Ground	8	4.33333333333333
Tundra3	126	Ground	10	5
Tundra3	127	Ground	8	4.33333333333333
Tundra3	128	Ground	11	5.33333333333333
Tundra3	129	Ground	8	4.33333333333333
Tundra3	130	Ground	9	4.66666666666667
Tundra3	131	Ground	8	4.33333333333333
Tundra3	132	Ground	8	4.33333333333333
Tundra3	133	Ground	11	5.33333333333333
Tundra3	134	Ground	5	3
Tundra3	135	Ground	5	3
Tundra3	136	Ground	7	4.66666666666667
Tundra3	137	Ground	5	3.88888888888889
Tundra3	138	Ground	5	3
Tundra3	139	Ground	7	4
Tundra3	140	Ground	3	2
Tundra3	141	Ground	4	2.33333333333333
Tundra3	142	Ground	4	2.33333333333333
Tundra3	143	Ground	4	2.33333333333333
Tundra3	144	Ground	5	3
Tundra3	145	Ground	1	0
Tundra3	146	Ground	2	1.33333333333333
Tundra3	147	Ground	1	0
Tundra3	148	Ground	1	0
Tundra3	149	Ground	1	0
Tundra3	150	Ground	1	0
Tundra3	151	Ground	1	0
Tundra3	152	Ground	1	0
Tundra3	153	Ground	4	2.66666666666667
Tundra3	154	Ground	3	2
Tundra3	155	Ground	4	2.33333333333333
Tundra3	156	Ground	4	2.33333333333333
Tundra3	157	Ground	5	3.22222222222222
Tundra3	158	Ground	7	4.22222222222222
Tundra3	159	Ground	9	4.66666666666667
Tundra3	160	Ground	5	3.66666666666667
Tundra3	161	Ground	9	5
Tundra3	162	Ground	9	4.66666666666667
Tundra3	163	Ground	7	3.66666666666667
Tundra3	164	Ground	9	4.66666666666667
Tundra3	165	Ground	10	5
Tundra3	166	Ground	11	5.66666666666667
Tundra3	167	Ground	10	5
Tundra3	168	Ground	11	5.33333333333333
Tundra3	169	Ground	9	4.66666666666667
Tundra3	170	Ground	10	5
Tundra3	171	Ground	9	4.66666666666667
Tundra3	172	Ground	9	4.66666666666667
Tundra3	173	Ground	9	4.33333333333333
Tundra3	174	Ground	7	3.33333333333333
Tundra3	175	Ground	10	4.66666666666667
Tundra3	176	Ground	9	4.33333333333333
Tundra3	177	Ground	10	5
Tundra3	178	Ground	9	4.33333333333333
Tundra3	179	Ground	9	4.33333333333333
Tundra3	180	Ground	11	5.33333333333333
Tundra3	181	Ground	8	4.66666666666667
Tundra3	182	Ground	10	5
Tundra3	183	Ground	10	5
Tundra3	184	Ground	10	5
Tundra3	185	Ground	9	4.66666666666667
Tundra3	186	Ground	9	4.66666666666667
Tundra3	187	Ground	9	4.66666666666667
Tundra3	188	Ground	10	5.66666666666667
Tundra3	189	Ground	9	5.33333333333333
Tundra3	190	Ground	9	4.66666666666667
Tundra3	191	Ground	8	4.33333333333333
Tundra3	192	Ground	7	4.66666666666667
Tundra3	193	Ground	7	4.33333333333333
Tundra3	194	Ground	7	4.33333333333333
Tundra3	195	Ground	5	3.66666666666667
Tundra3	196	Ground	4	3.33333333333333
Tundra3	197	Ground	1	0
Ecotone1	1	Herbaceous	5	0.958333333333333
Ecotone1	2	Herbaceous	6	1.05555555555556
Ecotone1	3	Herbaceous	5	0.958333333333333
Ecotone1	4	Herbaceous	5	0.958333333333333
Ecotone1	5	Herbaceous	3	0.666666666666667
Ecotone1	6	Herbaceous	2	0.333333333333333
Ecotone1	7	Herbaceous	2	0.333333333333333
Ecotone1	8	Herbaceous	2	0.333333333333333
Ecotone1	9	Herbaceous	2	0.666666666666667
Ecotone1	10	Herbaceous	3	0.666666666666667
Ecotone1	11	Herbaceous	3	0.666666666666667
Ecotone1	12	Herbaceous	2	0.333333333333333
Ecotone1	13	Herbaceous	4	1
Ecotone1	14	Herbaceous	3	0.666666666666667
Ecotone1	15	Herbaceous	3	0.666666666666667
Ecotone1	16	Herbaceous	3	0.666666666666667
Ecotone1	17	Herbaceous	3	0.666666666666667
Ecotone1	18	Herbaceous	2	0.333333333333333
Ecotone1	19	Herbaceous	2	0.333333333333333
Ecotone1	20	Herbaceous	3	0.666666666666667
Ecotone1	21	Herbaceous	3	0.666666666666667
Ecotone1	22	Herbaceous	3	0.666666666666667
Ecotone1	23	Herbaceous	3	0.666666666666667
Ecotone1	24	Herbaceous	3	0.666666666666667
Ecotone1	25	Herbaceous	4	0.652777777777778
Ecotone1	26	Herbaceous	4	0.652777777777778
Ecotone1	27	Herbaceous	4	0.652777777777778
Ecotone1	28	Herbaceous	4	0.708333333333333
Ecotone1	29	Herbaceous	4	0.708333333333333
Ecotone1	30	Herbaceous	4	0.652777777777778
Ecotone1	31	Herbaceous	3	0.666666666666667
Ecotone1	32	Herbaceous	4	0.958333333333333
Ecotone1	33	Herbaceous	4	1.01388888888889
Ecotone1	34	Herbaceous	4	0.958333333333333
Ecotone1	35	Herbaceous	4	1
Ecotone1	36	Herbaceous	4	0.958333333333333
Ecotone1	37	Herbaceous	4	1
Ecotone1	38	Herbaceous	4	0.958333333333333
Ecotone1	39	Herbaceous	5	0.958333333333333
Ecotone1	40	Herbaceous	4	0.958333333333333
Ecotone1	41	Herbaceous	5	1.08333333333333
Ecotone1	42	Herbaceous	4	0.986111111111111
Ecotone1	43	Herbaceous	5	0.958333333333333
Ecotone1	44	Herbaceous	5	0.958333333333333
Ecotone1	45	Herbaceous	5	0.958333333333333
Ecotone1	46	Herbaceous	5	0.958333333333333
Ecotone1	47	Herbaceous	3	0.666666666666667
Ecotone1	48	Herbaceous	2	0.333333333333333
Ecotone1	49	Herbaceous	1	0
Ecotone1	50	Herbaceous	2	0.333333333333333
Ecotone1	51	Herbaceous	2	0.333333333333333
Ecotone1	52	Herbaceous	1	0
Ecotone1	53	Herbaceous	1	0
Ecotone1	54	Herbaceous	1	0
Ecotone1	55	Herbaceous	4	0.958333333333333
Ecotone1	56	Herbaceous	4	1
Ecotone1	57	Herbaceous	5	0.958333333333333
Ecotone1	58	Herbaceous	5	0.958333333333333
Ecotone1	59	Herbaceous	5	0.958333333333333
Ecotone1	60	Herbaceous	5	0.958333333333333
Ecotone1	61	Herbaceous	4	1
Ecotone1	62	Herbaceous	5	1.01388888888889
Ecotone1	63	Herbaceous	4	0.958333333333333
Ecotone1	64	Herbaceous	3	0.666666666666667
Ecotone1	65	Herbaceous	4	0.958333333333333
Ecotone1	66	Herbaceous	4	0.958333333333333
Ecotone1	67	Herbaceous	3	1
Ecotone1	68	Herbaceous	2	0.666666666666667
Ecotone1	69	Herbaceous	2	0.666666666666667
Ecotone1	70	Herbaceous	2	0.666666666666667
Ecotone1	71	Herbaceous	2	0.333333333333333
Ecotone1	72	Herbaceous	3	0.666666666666667
Ecotone1	73	Herbaceous	3	0.666666666666667
Ecotone1	74	Herbaceous	3	0.666666666666667
Ecotone1	75	Herbaceous	2	0.666666666666667
Ecotone1	76	Herbaceous	2	0.333333333333333
Ecotone1	77	Herbaceous	2	0.333333333333333
Ecotone1	78	Herbaceous	3	1
Ecotone1	79	Herbaceous	2	0.333333333333333
Ecotone1	80	Herbaceous	3	0.666666666666667
Ecotone1	81	Herbaceous	3	0.666666666666667
Ecotone1	82	Herbaceous	2	0.333333333333333
Ecotone1	83	Herbaceous	2	0.333333333333333
Ecotone1	84	Herbaceous	2	0.333333333333333
Ecotone1	85	Herbaceous	2	0.333333333333333
Ecotone1	86	Herbaceous	3	0.666666666666667
Ecotone1	87	Herbaceous	3	0.666666666666667
Ecotone1	88	Herbaceous	2	0.666666666666667
Ecotone1	89	Herbaceous	2	0.333333333333333
Ecotone1	90	Herbaceous	2	0.333333333333333
Ecotone1	91	Herbaceous	2	0.333333333333333
Ecotone1	92	Herbaceous	2	0.666666666666667
Ecotone1	93	Herbaceous	3	0.666666666666667
Ecotone1	94	Herbaceous	2	0.333333333333333
Ecotone1	95	Herbaceous	3	0.666666666666667
Ecotone1	96	Herbaceous	3	1
Ecotone1	97	Herbaceous	5	1.19444444444444
Ecotone1	98	Herbaceous	5	1.19444444444444
Ecotone1	99	Herbaceous	4	1
Ecotone1	100	Herbaceous	5	1.19444444444444
Ecotone1	101	Herbaceous	4	1
Ecotone1	102	Herbaceous	4	1
Ecotone1	103	Herbaceous	4	1
Ecotone1	104	Herbaceous	3	0.666666666666667
Ecotone1	105	Herbaceous	3	0.666666666666667
Ecotone1	106	Herbaceous	4	1
Ecotone1	107	Herbaceous	3	0.666666666666667
Ecotone1	108	Herbaceous	2	0.333333333333333
Ecotone1	109	Herbaceous	3	0.666666666666667
Ecotone1	110	Herbaceous	4	0.972222222222222
Ecotone1	111	Herbaceous	4	1
Ecotone1	112	Herbaceous	4	1
Ecotone1	113	Herbaceous	4	1
Ecotone1	114	Herbaceous	5	1.19444444444444
Ecotone1	115	Herbaceous	4	1
Ecotone1	116	Herbaceous	4	1
Ecotone1	117	Herbaceous	3	0.666666666666667
Ecotone1	118	Herbaceous	4	1
Ecotone1	119	Herbaceous	2	0.333333333333333
Ecotone1	120	Herbaceous	3	0.666666666666667
Ecotone1	121	Herbaceous	3	0.666666666666667
Ecotone1	122	Herbaceous	3	0.666666666666667
Ecotone1	123	Herbaceous	3	0.666666666666667
Ecotone1	124	Herbaceous	3	0.666666666666667
Ecotone1	125	Herbaceous	3	0.666666666666667
Ecotone1	126	Herbaceous	3	0.666666666666667
Ecotone1	127	Herbaceous	3	0.666666666666667
Ecotone1	128	Herbaceous	3	0.666666666666667
Ecotone1	129	Herbaceous	5	1.19444444444444
Ecotone1	130	Herbaceous	5	1.19444444444444
Ecotone1	131	Herbaceous	3	0.666666666666667
Ecotone1	132	Herbaceous	3	0.666666666666667
Ecotone1	133	Herbaceous	3	0.666666666666667
Ecotone1	134	Herbaceous	3	0.666666666666667
Ecotone1	135	Herbaceous	2	0.333333333333333
Ecotone1	136	Herbaceous	1	0
Ecotone1	137	Herbaceous	2	0.666666666666667
Ecotone1	138	Herbaceous	3	0.666666666666667
Ecotone1	139	Herbaceous	3	0.666666666666667
Ecotone1	140	Herbaceous	3	0.666666666666667
Ecotone1	141	Herbaceous	3	0.666666666666667
Ecotone1	142	Herbaceous	3	0.666666666666667
Ecotone1	143	Herbaceous	3	0.666666666666667
Ecotone1	144	Herbaceous	3	0.666666666666667
Ecotone1	145	Herbaceous	3	0.666666666666667
Ecotone1	146	Herbaceous	3	0.666666666666667
Ecotone1	147	Herbaceous	3	0.666666666666667
Ecotone1	148	Herbaceous	3	0.666666666666667
Ecotone1	149	Herbaceous	0	0
Ecotone1	150	Herbaceous	2	0.333333333333333
Ecotone1	151	Herbaceous	2	0.333333333333333
Ecotone1	152	Herbaceous	3	0.666666666666667
Ecotone1	153	Herbaceous	3	0.666666666666667
Ecotone1	154	Herbaceous	2	0.666666666666667
Ecotone1	155	Herbaceous	1	0
Ecotone1	156	Herbaceous	3	1
Ecotone1	157	Herbaceous	3	0.666666666666667
Ecotone1	158	Herbaceous	2	0.333333333333333
Ecotone1	159	Herbaceous	3	1
Ecotone1	160	Herbaceous	4	0.958333333333333
Ecotone1	161	Herbaceous	2	0.333333333333333
Ecotone1	162	Herbaceous	4	0.972222222222222
Ecotone1	163	Herbaceous	5	0.958333333333333
Ecotone1	164	Herbaceous	5	1.01388888888889
Ecotone1	165	Herbaceous	3	0.666666666666667
Ecotone1	166	Herbaceous	4	1
Ecotone1	167	Herbaceous	3	0.666666666666667
Ecotone1	168	Herbaceous	3	0.666666666666667
Ecotone1	169	Herbaceous	4	1
Ecotone1	170	Herbaceous	4	1
Ecotone1	171	Herbaceous	3	1
Ecotone1	172	Herbaceous	2	0.333333333333333
Ecotone1	173	Herbaceous	2	0.333333333333333
Ecotone1	174	Herbaceous	4	1
Ecotone1	175	Herbaceous	3	0.666666666666667
Ecotone1	176	Herbaceous	4	1
Ecotone1	177	Herbaceous	4	0.972222222222222
Ecotone1	178	Herbaceous	3	0.666666666666667
Ecotone1	179	Herbaceous	3	0.666666666666667
Ecotone1	180	Herbaceous	4	1
Ecotone1	181	Herbaceous	3	0.666666666666667
Ecotone1	182	Herbaceous	3	0.666666666666667
Ecotone1	183	Herbaceous	3	0.666666666666667
Ecotone1	184	Herbaceous	4	1
Ecotone1	185	Herbaceous	4	0.972222222222222
Ecotone1	186	Herbaceous	4	1
Ecotone1	187	Herbaceous	4	1
Ecotone1	188	Herbaceous	6	1.92777777777778
Ecotone1	189	Herbaceous	4	1
Ecotone1	190	Herbaceous	4	1.16666666666667
Ecotone1	191	Herbaceous	3	1
Ecotone1	192	Herbaceous	3	0.666666666666667
Ecotone1	193	Herbaceous	5	1.22222222222222
Ecotone1	194	Herbaceous	3	1
Ecotone1	195	Herbaceous	3	0.833333333333333
Ecotone1	196	Herbaceous	2	0.333333333333333
Ecotone1	197	Herbaceous	0	0
Ecotone1	198	Herbaceous	0	0
Ecotone1	199	Herbaceous	0	0
Ecotone1	200	Herbaceous	0	0
Ecotone1	201	Herbaceous	0	0
Ecotone1	202	Herbaceous	3	0.833333333333333
Ecotone1	203	Herbaceous	5	1.72222222222222
Ecotone1	204	Herbaceous	4	1.33333333333333
Ecotone1	205	Herbaceous	6	1.41666666666667
Ecotone1	206	Herbaceous	6	1.18055555555556
Ecotone1	207	Herbaceous	5	1.01388888888889
Ecotone1	208	Herbaceous	3	0.666666666666667
Ecotone1	209	Herbaceous	4	0.652777777777778
Ecotone1	210	Herbaceous	5	1.01388888888889
Ecotone1	211	Herbaceous	6	1.41666666666667
Ecotone1	212	Herbaceous	4	1
Ecotone1	213	Herbaceous	5	1.22222222222222
Ecotone1	214	Herbaceous	5	1.25
Ecotone1	215	Herbaceous	4	1.16666666666667
Ecotone1	216	Herbaceous	6	1.92777777777778
Ecotone1	217	Herbaceous	5	1.22222222222222
Ecotone1	218	Herbaceous	4	1
Ecotone1	219	Herbaceous	6	1.18055555555556
Ecotone1	220	Herbaceous	5	1.16666666666667
Ecotone1	221	Herbaceous	6	1.21111111111111
Ecotone1	222	Herbaceous	4	0.958333333333333
Ecotone1	223	Herbaceous	4	0.652777777777778
Ecotone1	224	Herbaceous	2	0.333333333333333
Ecotone1	225	Herbaceous	0	0
Ecotone2	1	Herbaceous	2	0.333333333333333
Ecotone2	2	Herbaceous	2	0.333333333333333
Ecotone2	3	Herbaceous	3	0.666666666666667
Ecotone2	4	Herbaceous	3	0.666666666666667
Ecotone2	5	Herbaceous	4	1
Ecotone2	6	Herbaceous	2	0.333333333333333
Ecotone2	7	Herbaceous	3	0.666666666666667
Ecotone2	8	Herbaceous	4	1
Ecotone2	9	Herbaceous	3	0.666666666666667
Ecotone2	10	Herbaceous	3	0.666666666666667
Ecotone2	11	Herbaceous	3	0.666666666666667
Ecotone2	12	Herbaceous	3	0.666666666666667
Ecotone2	13	Herbaceous	3	0.666666666666667
Ecotone2	14	Herbaceous	4	0.652777777777778
Ecotone2	15	Herbaceous	5	1.01388888888889
Ecotone2	16	Herbaceous	4	1
Ecotone2	17	Herbaceous	4	1
Ecotone2	18	Herbaceous	3	0.666666666666667
Ecotone2	19	Herbaceous	4	1
Ecotone2	20	Herbaceous	3	0.666666666666667
Ecotone2	21	Herbaceous	3	0.666666666666667
Ecotone2	22	Herbaceous	3	0.666666666666667
Ecotone2	23	Herbaceous	3	0.666666666666667
Ecotone2	24	Herbaceous	3	0.666666666666667
Ecotone2	25	Herbaceous	3	0.666666666666667
Ecotone2	26	Herbaceous	4	0.652777777777778
Ecotone2	27	Herbaceous	3	0.666666666666667
Ecotone2	28	Herbaceous	3	0.666666666666667
Ecotone2	29	Herbaceous	2	0.666666666666667
Ecotone2	30	Herbaceous	1	0
Ecotone2	31	Herbaceous	0	0
Ecotone2	32	Herbaceous	3	0.666666666666667
Ecotone2	33	Herbaceous	3	0.666666666666667
Ecotone2	34	Herbaceous	3	0.666666666666667
Ecotone2	35	Herbaceous	3	0.666666666666667
Ecotone2	36	Herbaceous	3	0.666666666666667
Ecotone2	37	Herbaceous	3	0.666666666666667
Ecotone2	38	Herbaceous	2	0.333333333333333
Ecotone2	39	Herbaceous	3	0.666666666666667
Ecotone2	40	Herbaceous	4	0.958333333333333
Ecotone2	41	Herbaceous	3	0.666666666666667
Ecotone2	42	Herbaceous	2	0.333333333333333
Ecotone2	43	Herbaceous	3	0.666666666666667
Ecotone2	44	Herbaceous	3	0.666666666666667
Ecotone2	45	Herbaceous	4	0.652777777777778
Ecotone2	46	Herbaceous	3	0.666666666666667
Ecotone2	47	Herbaceous	4	0.708333333333333
Ecotone2	48	Herbaceous	3	0.666666666666667
Ecotone2	49	Herbaceous	4	0.652777777777778
Ecotone2	50	Herbaceous	3	0.666666666666667
Ecotone2	51	Herbaceous	3	0.666666666666667
Ecotone2	52	Herbaceous	3	0.666666666666667
Ecotone2	53	Herbaceous	3	0.666666666666667
Ecotone2	54	Herbaceous	3	0.333333333333333
Ecotone2	55	Herbaceous	3	0.666666666666667
Ecotone2	56	Herbaceous	3	0.666666666666667
Ecotone2	57	Herbaceous	3	0.666666666666667
Ecotone2	58	Herbaceous	3	0.666666666666667
Ecotone2	59	Herbaceous	3	0.666666666666667
Ecotone2	60	Herbaceous	4	0.652777777777778
Ecotone2	61	Herbaceous	2	0.333333333333333
Ecotone2	62	Herbaceous	4	0.652777777777778
Ecotone2	63	Herbaceous	4	0.652777777777778
Ecotone2	64	Herbaceous	3	0.666666666666667
Ecotone2	65	Herbaceous	3	0.666666666666667
Ecotone2	66	Herbaceous	3	0.666666666666667
Ecotone2	67	Herbaceous	4	0.652777777777778
Ecotone2	68	Herbaceous	3	0.666666666666667
Ecotone2	69	Herbaceous	3	0.666666666666667
Ecotone2	70	Herbaceous	4	0.652777777777778
Ecotone2	71	Herbaceous	3	0.666666666666667
Ecotone2	72	Herbaceous	3	0.666666666666667
Ecotone2	73	Herbaceous	3	0.666666666666667
Ecotone2	74	Herbaceous	4	0.652777777777778
Ecotone2	75	Herbaceous	3	0.666666666666667
Ecotone2	76	Herbaceous	2	0.333333333333333
Ecotone2	77	Herbaceous	3	0.666666666666667
Ecotone2	78	Herbaceous	4	0.708333333333333
Ecotone2	79	Herbaceous	4	0.652777777777778
Ecotone2	80	Herbaceous	2	0.333333333333333
Ecotone2	81	Herbaceous	3	0.666666666666667
Ecotone2	82	Herbaceous	3	0.666666666666667
Ecotone2	83	Herbaceous	4	1
Ecotone2	84	Herbaceous	4	0.972222222222222
Ecotone2	85	Herbaceous	3	0.666666666666667
Ecotone2	86	Herbaceous	4	0.652777777777778
Ecotone2	87	Herbaceous	4	0.652777777777778
Ecotone2	88	Herbaceous	3	0.666666666666667
Ecotone2	89	Herbaceous	5	1.01388888888889
Ecotone2	90	Herbaceous	4	1
Ecotone2	91	Herbaceous	4	1
Ecotone2	92	Herbaceous	2	0.333333333333333
Ecotone2	93	Herbaceous	3	0.666666666666667
Ecotone2	94	Herbaceous	4	0.652777777777778
Ecotone2	95	Herbaceous	3	0.666666666666667
Ecotone2	96	Herbaceous	3	0.666666666666667
Ecotone2	97	Herbaceous	3	0.666666666666667
Ecotone2	98	Herbaceous	3	0.666666666666667
Ecotone2	99	Herbaceous	4	0.652777777777778
Ecotone2	100	Herbaceous	3	0.666666666666667
Ecotone2	101	Herbaceous	3	0.666666666666667
Ecotone2	102	Herbaceous	3	0.666666666666667
Ecotone2	103	Herbaceous	3	0.666666666666667
Ecotone2	104	Herbaceous	4	0.652777777777778
Ecotone2	105	Herbaceous	3	0.666666666666667
Ecotone2	106	Herbaceous	3	0.666666666666667
Ecotone2	107	Herbaceous	3	0.666666666666667
Ecotone2	108	Herbaceous	3	0.666666666666667
Ecotone2	109	Herbaceous	3	0.666666666666667
Ecotone2	110	Herbaceous	4	0.652777777777778
Ecotone2	111	Herbaceous	4	0.652777777777778
Ecotone2	112	Herbaceous	4	0.652777777777778
Ecotone2	113	Herbaceous	4	0.652777777777778
Ecotone2	114	Herbaceous	4	0.652777777777778
Ecotone2	115	Herbaceous	4	0.652777777777778
Ecotone2	116	Herbaceous	3	0.666666666666667
Ecotone2	117	Herbaceous	3	0.666666666666667
Tundra1	1	Herbaceous	1	0
Tundra1	2	Herbaceous	0	0
Tundra1	3	Herbaceous	2	0.666666666666667
Tundra1	4	Herbaceous	2	0.666666666666667
Tundra1	5	Herbaceous	2	0.333333333333333
Tundra1	6	Herbaceous	3	0.666666666666667
Tundra1	7	Herbaceous	2	0.666666666666667
Tundra1	8	Herbaceous	2	0.666666666666667
Tundra1	9	Herbaceous	1	0
Tundra1	10	Herbaceous	2	0.333333333333333
Tundra1	11	Herbaceous	2	0.666666666666667
Tundra1	12	Herbaceous	3	1
Tundra1	13	Herbaceous	2	0.333333333333333
Tundra1	14	Herbaceous	2	0.666666666666667
Tundra1	15	Herbaceous	2	0.333333333333333
Tundra1	16	Herbaceous	2	0.333333333333333
Tundra1	17	Herbaceous	2	0.666666666666667
Tundra1	18	Herbaceous	2	0.666666666666667
Tundra1	19	Herbaceous	4	1.58333333333333
Tundra1	20	Herbaceous	3	1.16666666666667
Tundra1	21	Herbaceous	3	1.16666666666667
Tundra1	22	Herbaceous	4	1.30555555555556
Tundra1	23	Herbaceous	2	0.333333333333333
Tundra1	24	Herbaceous	2	1
Tundra1	25	Herbaceous	2	0.333333333333333
Tundra1	26	Herbaceous	2	0.333333333333333
Tundra1	27	Herbaceous	1	0
Tundra1	28	Herbaceous	2	0.333333333333333
Tundra1	29	Herbaceous	2	0.333333333333333
Tundra1	30	Herbaceous	2	0.333333333333333
Tundra1	31	Herbaceous	1	0
Tundra1	32	Herbaceous	1	0
Tundra1	33	Herbaceous	2	0.333333333333333
Tundra1	34	Herbaceous	1	0
Tundra1	35	Herbaceous	2	0.333333333333333
Tundra1	36	Herbaceous	2	0.333333333333333
Tundra1	37	Herbaceous	2	0.333333333333333
Tundra1	38	Herbaceous	2	0.333333333333333
Tundra1	39	Herbaceous	2	0.333333333333333
Tundra1	40	Herbaceous	3	0.666666666666667
Tundra1	41	Herbaceous	2	0.333333333333333
Tundra1	42	Herbaceous	2	0.333333333333333
Tundra1	43	Herbaceous	2	0.333333333333333
Tundra1	44	Herbaceous	2	0.333333333333333
Tundra1	45	Herbaceous	2	0.333333333333333
Tundra1	46	Herbaceous	2	0.333333333333333
Tundra1	47	Herbaceous	2	0.333333333333333
Tundra1	48	Herbaceous	2	0.333333333333333
Tundra1	49	Herbaceous	3	0.666666666666667
Tundra1	50	Herbaceous	4	0.888888888888889
Tundra1	51	Herbaceous	3	0.666666666666667
Tundra1	52	Herbaceous	3	0.666666666666667
Tundra1	53	Herbaceous	1	0
Tundra1	54	Herbaceous	2	0.333333333333333
Tundra1	55	Herbaceous	3	0.666666666666667
Tundra1	56	Herbaceous	2	0.333333333333333
Tundra1	57	Herbaceous	2	0.333333333333333
Tundra1	58	Herbaceous	4	1
Tundra1	59	Herbaceous	3	0.666666666666667
Tundra1	60	Herbaceous	4	1.30555555555556
Tundra1	61	Herbaceous	3	0.666666666666667
Tundra1	62	Herbaceous	3	0.666666666666667
Tundra1	63	Herbaceous	4	0.888888888888889
Tundra1	64	Herbaceous	5	1.52777777777778
Tundra1	65	Herbaceous	4	1.30555555555556
Tundra1	66	Herbaceous	2	0.333333333333333
Tundra1	67	Herbaceous	2	0.333333333333333
Tundra1	68	Herbaceous	1	0
Tundra1	69	Herbaceous	2	1
Tundra1	70	Herbaceous	2	0.333333333333333
Tundra1	71	Herbaceous	3	0.833333333333333
Tundra1	72	Herbaceous	4	1.30555555555556
Tundra1	73	Herbaceous	2	1
