Transect	Distance	Quadrat	Altitude	pH	Microtopography	DistFromLake	Disturbance
Tundra3	184	182	18.8	NA	NA	15	No
Tundra3	185	183	18.8	NA	NA	14	No
Tundra3	186	184	18.8	NA	NA	13	No
Tundra3	187	185	18.8	NA	NA	12	No
Tundra3	188	186	18.8	NA	NA	11	No
Tundra3	189	187	18.8	NA	NA	10	No
Tundra3	190	188	18.8	NA	NA	9	No
Tundra3	191	189	18.8	NA	NA	8	No
Tundra3	192	190	18.8	NA	NA	7	No
Tundra3	193	191	18.8	NA	NA	6	No
Tundra3	194	192	18.8	NA	NA	5	No
Tundra3	195	193	18.8	NA	NA	4	No
Tundra3	196	194	18.8	NA	NA	3	No
Tundra3	197	195	18.8	NA	NA	2	No
Tundra3	198	196	18.8	NA	NA	1	No
