mês	Transecto	Distancia	Peso_folhas	Peso_galhos	Peso_misc	Peso_total
agosto	2	-150	0	102.82	0.0	102.82
agosto	2	-100	0	0	0.0	0
agosto	2	-80	0	0	0.0	0
agosto	2	-60	6.55	0	0.0	6.55
agosto	2	-40	17.2	0	0.0	17.2
agosto	2	-20	18.25	0	0.0	18.25
agosto	2	0	15.02	0	0.0	15.02
agosto	2	20	12.76	0	13.5	26.26
agosto	2	40	15.07	0	0.0	15.07
agosto	2	60	28.92	0	0.0	28.92
agosto	2	80	31.29	0	0.0	31.29
agosto	2	100	27.78	0	0.0	27.78
agosto	2	150	32.41	0	0.0	32.41
agosto	3	-150	0	0	0.0	0
agosto	3	-100	0	0	0.0	0
agosto	3	-80	5.4	0	0.0	5.4
agosto	3	-60	0	0	0.0	0
agosto	3	-40	6.14	0	0.0	6.14
agosto	3	-20	3.45	0	0.0	3.45
agosto	3	0	36.72	0	0.0	36.72
agosto	3	20	43.53	0	40.1	83.61
agosto	3	40	38.73	0	0.0	38.73
agosto	3	60	44.07	15.15	0.0	59.22
agosto	3	80	48.7	0	0.0	48.7
agosto	3	100	50.17	0	47.1	97.26
agosto	3	150	54.01	0	0.0	54.01
agosto	4	-150	48.76	0	0.0	48.76
agosto	4	-100	16.22	22.94	9.9	49.08
agosto	4	-80	26.9	0	0.0	26.9
agosto	4	-60	27.19	0	0.0	27.19
agosto	4	-40	53.8	0	0.0	53.8
agosto	4	-20	47.97	0	0.0	47.97
agosto	4	0	19.65	0	0.0	19.65
agosto	4	20	24.2	0	0.0	24.2
agosto	4	40	43.85	0	0.0	43.85
agosto	4	60	66.05	54.23	9.9	130.16
agosto	4	80	68.49	0	0.0	68.49
agosto	4	100	80.95	0	0.0	80.95
agosto	4	150	104.17	0	0.0	104.17
agosto	5	-150	0	0	0.0	0
agosto	5	-100	0	0	0.0	0
agosto	5	-80	24.17	16.27	0.0	40.44
agosto	5	-60	28.33	0	0.0	28.33
agosto	5	-40	50.19	0	0.0	50.19
agosto	5	-20	22.88	50.65	0.0	73.53
agosto	5	0	48.23	0	0.0	48.23
agosto	5	20	57.4	0	0.0	57.4
agosto	5	40	38.35	18.14	28.5	85.01
agosto	5	60	39.75	0	0.0	39.75
agosto	5	80	51.65	39.44	0.0	91.09
agosto	5	100	68.03	0	16.1	84.09
agosto	5	150	72.63	84.54	0.0	157.17
agosto	6	-150	0	0	0.0	0
agosto	6	-100	0	0	0.0	0
agosto	6	-80	0	0	0.0	0
agosto	6	-60	0	0	0.0	0
agosto	6	-40	0	0	0.0	0
agosto	6	-20	0	0	0.0	0
agosto	6	0	12.21	0	0.0	12.21
agosto	6	20	33.66	0	0.0	33.66
agosto	6	40	39.1	15.77	14.0	68.88
agosto	6	60	40.1	0	29.8	69.9
agosto	6	80	44.42	0	0.0	44.42
agosto	6	100	46	0	0.0	46
agosto	6	150	55.83	0	0.0	55.83
agosto	7	-150	32.51	0	0.0	32.51
agosto	7	-100	0	0	0.0	0
agosto	7	-80	0	0	0.0	0
agosto	7	-60	0	0	0.0	0
agosto	7	-40	0	0	0.0	0
agosto	7	-20	0	0	0.0	0
agosto	7	0	0	0	0.0	0
agosto	7	20	32.06	0	0.0	32.06
agosto	7	40	27.45	166.54	20.5	214.44
agosto	7	60	41.55	0	0.0	41.55
agosto	7	80	44.9	0	0.0	44.9
agosto	7	100	67.12	0	0.0	67.12
agosto	7	150	53.87	0	0.0	53.87
setembro	1	-150	4.9	4.4	19.9	29.2
setembro	1	-100	1.4	6	5.2	12.6
setembro	1	-80	0	1.7	0.0	1.7
setembro	1	-60	1.7	0	0.0	1.7
setembro	1	-40	0	1.5	12.3	13.8
setembro	1	-20	0.8	0	0.1	0.9
setembro	1	0	12.3	5.3	22.2	39.8
setembro	1	20	18.8	60.8	5.0	84.6
setembro	1	40	15.7	131.9	0.2	147.8
setembro	1	60	8.1	6.4	0.0	14.5
setembro	1	80	23.3	0	0.0	23.3
setembro	1	100	27.8	15.6	0.0	43.4
setembro	1	150	22.6	0	0.0	22.6
setembro	2	-150	8.2	0	5.2	13.4
setembro	2	-100	0	0	0.0	0
setembro	2	-80	9.7	67.6	1.1	78.4
setembro	2	-60	0.5	0	0.0	0.5
setembro	2	-40	4.5	0	2.8	7.3
setembro	2	-20	29.1	0	0.2	29.25
setembro	2	0	13.1	0	3.6	16.7
setembro	2	20	2.9	0	0.0	2.9
setembro	2	40	25.4	4	0.0	29.4
setembro	2	60	36.6	1.5	6.1	44.2
setembro	2	80	2.6	0	0.0	2.6
setembro	2	100	6.7	0	0.0	6.7
setembro	2	150	22.6	0	9.0	31.6
setembro	3	-150	24.4	0	0.0	24.4
setembro	3	-100	2.3	0.6	10.7	13.6
setembro	3	-80	10.1	0	14.3	24.4
setembro	3	-60	0	0	9.0	9
setembro	3	-40	0.6	3.4	10.2	14.2
setembro	3	-20	3.8	0	0.0	3.8
setembro	3	0	12.3	47.3	1.9	61.5
setembro	3	20	23.6	0	1.7	25.3
setembro	3	40	36.3	0	2.5	38.8
setembro	3	60	39.3	47.6	9.6	96.5
setembro	3	80	41.7	0	0.0	41.7
setembro	3	100	55.8	1.3	3.8	60.9
setembro	3	150	74	4.8	5.3	84.1
setembro	4	-150	38.6	7.4	0.0	46
setembro	4	-100	32.1	34.2	11.1	77.4
setembro	4	-80	20.5	11.1	1.3	32.9
setembro	4	-60	58.7	21.7	0.0	80.4
setembro	4	-40	13.7	18.8	0.0	32.5
setembro	4	-20	26.2	8	0.0	34.2
setembro	4	0	0	9	0.0	9
setembro	4	20	95.1	22	0.0	117.1
setembro	4	40	46.1	20.5	0.0	66.6
setembro	4	60	0	0	0.0	0
setembro	4	80	41.5	24.1	0.0	65.6
setembro	4	100	63.6	0	2.3	65.9
setembro	4	150	66.3	4.9	0.0	71.2
setembro	5	-150	1.3	1.8	0.0	3.1
setembro	5	-100	16.2	10.9	2.5	29.6
setembro	5	-80	7.5	388.6	17.3	413.4
setembro	5	-60	11.8	153.8	7.1	172.7
setembro	5	-40	9.8	2.7	5.9	18.4
setembro	5	-20	10.5	36.7	2.2	49.4
setembro	5	0	14.3	21.6	0.0	35.9
setembro	5	20	14.8	10.6	0.0	25.4
setembro	5	40	15.7	4.3	0.5	20.5
setembro	5	60	48	0	0.0	48
setembro	5	80	26.3	8.4	13.4	48.1
setembro	5	100	40.1	0	0.0	40.1
setembro	5	150	48.1	131.9	0.0	180
setembro	6	-150	0	0	0.0	0
setembro	6	-100	0.5	0	0.0	0.5
setembro	6	-80	7.4	21.6	0.0	29
setembro	6	-60	0	0	11.7	11.7
setembro	6	-40	1.9	0	0.0	1.9
setembro	6	-20	0	0	0.0	0
setembro	6	0	7.7	0	0.0	7.7
setembro	6	20	11.5	2.1	0.0	13.6
setembro	6	40	35.5	12.2	0.0	47.7
setembro	6	60	40.9	15.9	0.0	56.8
setembro	6	80	40.9	15.3	8.4	64.6
setembro	6	100	33.3	1.6	2.0	36.9
setembro	6	150	35.6	13.1	8.9	57.6
setembro	7	-150	34.8	0	0.0	34.8
setembro	7	-100	25.1	16.1	0.0	41.2
setembro	7	-80	0	0	5.4	5.4
setembro	7	-60	13.5	7.1	0.0	20.6
setembro	7	-40	0	5.1	0.0	5.1
setembro	7	-20	19.5	0	0.0	19.5
setembro	7	0	0	42.7	0.0	42.7
setembro	7	20	17.6	0	0.0	17.6
setembro	7	40	31.6	1.3	0.0	32.9
setembro	7	60	12.5	0	0.0	12.5
setembro	7	80	56.3	0	1.2	57.5
setembro	7	100	12.7	0.8	0.0	13.5
setembro	7	150	16.4	0	8.4	24.8
outubro	1	-150	4.1	2.41	1.8	8.31
outubro	1	-100	0	0	0.0	0
outubro	1	-80	0	0	2.6	2.6
outubro	1	-60	0	0	2.4	2.4
outubro	1	-40	2.8	0	1.3	4.1
outubro	1	-20	2.9	5.47	9.3	17.62
outubro	1	0	13.9	0	0.3	14.2
outubro	1	20	10.4	0	2.0	12.38
outubro	1	40	12.6	0	4.0	16.6
outubro	1	60	13.2	0	4.5	17.7
outubro	1	80	15	0	6.1	21.1
outubro	1	100	16.8	0	6.7	23.5
outubro	1	150	23.5	6.25	8.8	38.55
outubro	2	-150	0	0	13.1	13.1
outubro	2	-100	2.8	0	15.0	17.8
outubro	2	-80	0	0	0.0	0
outubro	2	-60	16.2	0	0.0	16.2
outubro	2	-40	5	7.4	8.7	21.1
outubro	2	-20	0	0	0.0	0
outubro	2	0	26.4	65.1	17.0	108.5
outubro	2	20	42.1	15	2.8	59.9
outubro	2	40	25.6	0	9.8	35.4
outubro	2	60	35	0	4.4	39.4
outubro	2	80	36.3	0	2.4	38.7
outubro	2	100	40.2	9.5	5.2	54.9
outubro	2	150	32.6	0	2.4	35
outubro	3	-150	0	0	0.0	0
outubro	3	-100	0	0	0.0	0
outubro	3	-80	0	0	0.0	0
outubro	3	-60	24.4	0	0.0	24.4
outubro	3	-40	0	0	4.4	4.4
outubro	3	-20	3.5	0	0.9	4.4
outubro	3	0	20	2.4	1.4	23.8
outubro	3	20	55	0	2.2	57.2
outubro	3	40	19.3	0	4.7	24
outubro	3	60	43	6.3	0.7	50
outubro	3	80	34.9	5.8	2.2	42.9
outubro	3	100	53.7	21.8	2.3	77.8
outubro	3	150	0	0	0.0	0
outubro	4	-150	0	3.1	0.0	3.1
outubro	4	-100	22.6	7.3	1.7	31.6
outubro	4	-80	8.1	3.5	1.9	13.5
outubro	4	-60	21.1	22	1.6	44.7
outubro	4	-40	11.3	0	0.0	11.3
outubro	4	-20	12.8	0	0.0	12.8
outubro	4	0	3.5	50.1	0.2	53.8
outubro	4	20	51.6	0	0.0	51.6
outubro	4	40	23.4	0	0.0	23.4
outubro	4	60	42.5	8.5	0.2	51.2
outubro	4	80	44	3.3	0.6	47.9
outubro	4	100	58.2	2.6	32.0	92.8
outubro	4	150	25.7	0	0.0	25.7
outubro	5	-150	0	0	14.8	14.8
outubro	5	-100	3.5	0	0.1	3.6
outubro	5	-80	0	6.5	2.0	8.5
outubro	5	-60	10.8	20.6	5.4	36.8
outubro	5	-40	28.6	3.7	0.3	32.6
outubro	5	-20	26.1	2.1	0.5	28.7
outubro	5	0	11.9	7	0.5	19.4
outubro	5	20	29.5	5.7	0.4	35.6
outubro	5	40	39.7	7.6	0.6	47.9
outubro	5	60	110.9	33.3	13.0	157.2
outubro	5	80	49.5	18.4	29.6	97.5
outubro	5	100	37.6	6.5	1.3	45.4
outubro	5	150	53.8	29.7	0.7	84.2
outubro	6	-150	0	0	0.0	0
outubro	6	-100	0	0	8.9	8.9
outubro	6	-80	3.8	0	0.0	3.8
outubro	6	-60	0	0	0.0	0
outubro	6	-40	0	0	0.0	0
outubro	6	-20	0	0	0.0	0
outubro	6	0	10.5	0	0.0	10.5
outubro	6	20	53.9	0	0.4	54.3
outubro	6	40	45.6	0	0.4	46
outubro	6	60	0	0	0.0	0
outubro	6	80	0	0	0.0	0
outubro	6	100	18.9	0	3.8	22.7
outubro	6	150	30.1	0	0.4	30.5
outubro	7	-150	33.3	0	5.0	38.3
outubro	7	-100	7.6	0	0.0	7.6
outubro	7	-80	38.7	0	5.7	44.4
outubro	7	-60	18.1	0	0.0	18.1
outubro	7	-40	36.8	0	1.3	38.1
outubro	7	-20	1.4	5.8	1.7	8.9
outubro	7	0	2.9	4.7	0.0	7.6
outubro	7	20	29.2	5.6	4.0	38.8
outubro	7	40	25.7	0	9.7	35.4
outubro	7	60	32.1	2.5	2.7	37.3
outubro	7	80	31.3	44	5.8	81.1
outubro	7	100	41.6	2.1	2.1	45.78
outubro	7	150	35.1	52.8	0.5	88.4
novembro	1	-150	8.74	0	58.7	67.41
novembro	1	-100	0	0	7.8	7.76
novembro	1	-80	0	34.85	10.2	45.05
novembro	1	-60	0	0	8.5	8.45
novembro	1	-40	0	0	75.5	75.48
novembro	1	-20	0	0	4.2	4.23
novembro	1	0	30.9	30.2	0.0	61.1
novembro	1	20	52.9	0	22.7	75.6
novembro	1	40	61.1	0	13.6	74.7
novembro	1	60	56.2	0	17.9	74.1
novembro	1	80	33.72	30.2	0.0	63.92
novembro	1	100	101.2	46.6	0.0	147.8
novembro	1	150	34.32	0	9.0	43.32
novembro	2	-150	0	0	0.0	0
novembro	2	-100	0	0	0.0	0
novembro	2	-80	0	0	0.0	0
novembro	2	-60	0	0	2.9	2.86
novembro	2	-40	8.81	0	0.0	8.81
novembro	2	-20	0	0	0.0	0
novembro	2	0	0	0	1.1	1.1
novembro	2	20	45.8	0	23.5	69.3
novembro	2	40	215.4	0	25.5	240.9
novembro	2	60	0	31.1	3.0	34.1
novembro	2	80	0	31.01	0.0	31.01
novembro	2	100	55.4	0	0.0	55.4
novembro	2	150	68.9	0	24.4	93.3
novembro	3	-150	0	0	0.0	0
novembro	3	-100	0	0	0.0	0
novembro	3	-80	0	0	0.0	0
novembro	3	-60	0	0	0.0	0
novembro	3	-40	0	0	0.0	0
novembro	3	-20	19.7	0	0.0	19.7
novembro	3	0	0	0	0.0	0
novembro	3	20	22.3	0	0.0	22.3
novembro	3	40	23.8	0	0.0	23.8
novembro	3	60	30.9	0	0.0	30.9
novembro	3	80	0	0	0.0	0
novembro	3	100	32.6	0	0.0	32.6
novembro	3	150	24.9	0	0.0	24.9
novembro	4	-150	18.1	0	0.0	18.1
novembro	4	-100	19.4	53	0.0	72.4
novembro	4	-80	0	124.2	0.0	124.2
novembro	4	-60	33.2	0	0.0	33.2
novembro	4	-40	59.3	0	0.0	59.3
novembro	4	-20	62.1	168.6	22.6	253.32
novembro	4	0	13.7	69.6	0.0	83.3
novembro	4	20	65.9	0	0.0	65.9
novembro	4	40	64	0	0.0	64
novembro	4	60	88	0	0.0	88
novembro	4	80	92.6	0	0.0	92.6
novembro	4	100	66.54	0	0.0	66.54
novembro	4	150	183.7	0	2.8	186.46
novembro	5	-150	0.54	3.4	2.9	6.79
novembro	5	-100	2.91	3.52	2.9	9.3
novembro	5	-80	0	93.43	0.0	93.43
novembro	5	-60	0	54.9	8.1	63
novembro	5	-40	0	274.97	51.4	326.33
novembro	5	-20	31.3	13	5.8	50.1
novembro	5	0	0	3.6	3.8	7.4
novembro	5	20	40	45.8	5.9	91.7
novembro	5	40	48	41.7	8.7	98.4
novembro	5	60	91.9	0	8.1	100
novembro	5	80	113.3	56	18.5	187.8
novembro	5	100	122.8	51.4	7.5	181.7
novembro	5	150	130.1	56.3	8.9	195.3
novembro	6	-150	5.94	0	0.0	5.94
novembro	6	-100	20.3	0	0.0	20.3
novembro	6	-80	0	0	0.0	0
novembro	6	-60	0	0	0.0	0
novembro	6	-40	0	0	4.0	4
novembro	6	-20	1.14	3.87	0.0	5.01
novembro	6	0	0	0	4.0	4
novembro	6	20	74.5	30.21	7.4	112.1
novembro	6	40	63.7	17.3	4.5	85.5
novembro	6	60	0	0	16.6	16.64
novembro	6	80	73.24	0	26.2	99.41
novembro	6	100	0	0	11.7	11.71
novembro	6	150	0	0	1.7	1.66
novembro	7	-150	43	0	3.7	46.7
novembro	7	-100	0	0	0.0	0
novembro	7	-80	16.7	0	0.0	16.7
novembro	7	-60	30.92	12.13	5.7	48.74
novembro	7	-40	34.6	0	0.0	34.6
novembro	7	-20	0	120.45	15.9	136.36
novembro	7	0	2.11	0	0.0	2.11
novembro	7	20	82.28	13.98	0.0	96.26
novembro	7	40	108.48	0	0.0	108.48
novembro	7	60	62.6	0	0.0	62.6
novembro	7	80	62.05	0	10.1	72.19
novembro	7	100	47.2	9.21	0.0	56.41
novembro	7	150	43.8	27.9	0.0	71.7
dezembro	1	-150	3.35	0	9.6	12.9
dezembro	1	-100	0	0	0.0	0
dezembro	1	-80	5.98	12.2	0.0	18.18
dezembro	1	-60	20.1	0	0.0	20.1
dezembro	1	-40	15.06	0	0.0	15.06
dezembro	1	-20	29.78	24.43	0.0	54.21
dezembro	1	0	6.07	0	4.0	10.02
dezembro	1	20	40.2	22.1	6.0	68.28
dezembro	1	40	38.9	0	0.0	38.9
dezembro	1	60	33.72	0	0.0	33.72
dezembro	1	80	46.59	0	8.0	54.6
dezembro	1	100	0	0	0.0	0
dezembro	1	150	62.2	23.4	0.0	85.6
dezembro	2	-150	7.26	0	0.0	7.26
dezembro	2	-100	0	0	0.0	0
dezembro	2	-80	0	15.4	0.0	15.4
dezembro	2	-60	0	32.1	0.0	32.1
dezembro	2	-40	17.14	15.78	0.0	32.92
dezembro	2	-20	33.89	25.1	0.0	58.99
dezembro	2	0	21.57	0	0.0	21.57
dezembro	2	20	22.06	0	4.0	26.02
dezembro	2	40	29.1	0	7.8	36.91
dezembro	2	60	16.26	0	6.5	22.76
dezembro	2	80	30.9	0	0.0	30.9
dezembro	2	100	76.6	0	0.0	76.6
dezembro	2	150	56.5	0	7.0	63.5
dezembro	3	-150	0	0	0.0	0
dezembro	3	-100	0	0	0.0	0
dezembro	3	-80	10.3	0	0.0	10.3
dezembro	3	-60	16.4	22.1	0.0	38.5
dezembro	3	-40	0	0	0.0	0
dezembro	3	-20	12.4	39.1	0.0	51.5
dezembro	3	0	29.5	0	0.0	29.5
dezembro	3	20	56.7	0	12.6	69.3
dezembro	3	40	61.5	0	0.0	61.5
dezembro	3	60	141.9	0	17.0	158.9
dezembro	3	80	162.3	0	0.0	162.3
dezembro	3	100	196.7	0	0.0	196.7
dezembro	3	150	204.4	0	0.0	204.4
dezembro	4	-150	33.2	0	0.0	33.2
dezembro	4	-100	8.3	35	11.1	54.37
dezembro	4	-80	8.79	0	0.0	8.79
dezembro	4	-60	37.2	0	0.0	37.2
dezembro	4	-40	43.2	17.9	12.2	73.3
dezembro	4	-20	38.6	0	0.0	38.6
dezembro	4	0	9.5	0	0.0	9.5
dezembro	4	20	35.3	16	11.0	62.3
dezembro	4	40	48.1	0	0.0	48.1
dezembro	4	60	0	0	14.4	14.4
dezembro	4	80	33.8	16.4	0.0	50.2
dezembro	4	100	33.9	0	0.0	33.9
dezembro	4	150	0	0	0.0	0
dezembro	5	-150	12.1	0	0.0	12.1
dezembro	5	-100	0	0	0.0	0
dezembro	5	-80	21	0	0.0	21
dezembro	5	-60	21.8	0	0.0	21.8
dezembro	5	-40	19	0	0.0	19
dezembro	5	-20	51.3	0	0.0	51.3
dezembro	5	0	42	0	0.0	42
dezembro	5	20	33.9	0	0.0	33.9
dezembro	5	40	45.6	0	0.0	45.6
dezembro	5	60	28.4	0	0.0	28.4
dezembro	5	80	29.8	0	0.0	29.8
dezembro	5	100	33.7	0	0.0	33.7
dezembro	5	150	35.9	0	0.0	35.9
dezembro	6	-150	0	0	0.0	0
dezembro	6	-100	0	0	0.0	0
dezembro	6	-80	37.9	0	0.0	37.9
dezembro	6	-60	37.1	27.4	0.0	64.5
dezembro	6	-40	36.3	0	0.0	36.3
dezembro	6	-20	37.9	0	0.0	37.9
dezembro	6	0	35.3	0	0.0	35.3
dezembro	6	20	37.8	0	0.0	37.8
dezembro	6	40	37.8	0	0.0	37.8
dezembro	6	60	39.6	0	0.0	39.6
dezembro	6	80	36.3	0	0.0	36.3
dezembro	6	100	37.1	0	0.0	37.1
dezembro	6	150	0	0	0.0	0
dezembro	7	-150	32.8	0	0.0	32.8
dezembro	7	-100	13.21	0	0.0	13.21
dezembro	7	-80	1.81	0	0.0	1.81
dezembro	7	-60	0	0	0.0	0
dezembro	7	-40	15.1	0	0.0	15.1
dezembro	7	-20	11.47	0	0.0	11.47
dezembro	7	0	3.1	0	0.0	3.1
dezembro	7	20	0	0	0.0	0
dezembro	7	40	51.93	0	0.0	51.93
dezembro	7	60	50.55	0	0.0	50.55
dezembro	7	80	0	0	0.0	0
dezembro	7	100	54.43	0	0.0	54.43
dezembro	7	150	41.2	0	0.0	41.2
