Medidor	Planta	Folha	AE	AD	FAtot	FArel	FAtot_abs	FArel_abs	Atot
Luiz	52	10	18.348882	20.268801	1.919919	0.0497160588	1.919919	0.0497160588	38.617683
Luiz	52	3	21.077691	23.776764	2.699073	0.0601740228	2.699073	0.0601740228	44.854455
Luiz	52	7	8.829645	12.026973	3.197328	0.1533004057	3.197328	0.1533004057	20.856618
Luiz	52	1	16.888101	21.426204	4.538103	0.1184440903	4.538103	0.1184440903	38.314305
Luiz	52	14	21.381777	26.102544	4.720767	0.0994173845	4.720767	0.0994173845	47.484321
Luiz	53	2	20.379957	20.620323	0.240366	0.0058625453	0.240366	0.0058625453	41.00028
Luiz	53	5	33.459726	33.037404	-0.422322	-0.0063509809	0.422322	0.0063509809	66.49713
Luiz	53	12	13.437132	13.87326	0.436128	0.0159693057	0.436128	0.0159693057	27.310392
Luiz	53	11	25.460211	26.166795	0.706584	0.0136863253	0.706584	0.0136863253	51.627006
Luiz	53	1	27.609876	26.576196	-1.03368	-0.0190764889	1.03368	0.0190764889	54.186072
Luiz	53	8	20.367213	19.198305	-1.168908	-0.0295436041	1.168908	0.0295436041	39.565518
Luiz	53	15	21.911892	23.118501	1.206609	0.0267954357	1.206609	0.0267954357	45.030393
Luiz	53	10	30.433557	28.831707	-1.60185	-0.02702848	1.60185	0.02702848	59.265264
Luiz	53	14	21.890829	20.181009	-1.70982	-0.0406404873	1.70982	0.0406404873	42.071838
Luiz	53	6	11.59527	13.348809	1.753539	0.0702988072	1.753539	0.0702988072	24.944079
Luiz	53	3	14.766756	17.290245	2.523489	0.0787188109	2.523489	0.0787188109	32.057001
Luiz	53	9	16.126647	13.39536	-2.731287	-0.0925169823	2.731287	0.0925169823	29.522007
Luiz	53	13	24.837171	21.635241	-3.20193	-0.0688995871	3.20193	0.0688995871	46.472412
Luiz	53	4	23.563125	27.216582	3.653457	0.0719471855	3.653457	0.0719471855	50.779707
Luiz	53	7	16.97253	12.912858	-4.059672	-0.1358413684	4.059672	0.1358413684	29.885388
Luiz	54	8	10.738413	10.738767	0.000354	1.6482610845546E-005	0.000354	1.6482610845546E-005	21.47718
Luiz	54	6	25.19949	25.177365	-0.022125	-0.0004391898	0.022125	0.0004391898	50.376855
Luiz	54	10	25.764474	25.97652	0.212046	0.0040982205	0.212046	0.0040982205	51.740994
Luiz	54	3	13.357305	12.637446	-0.719859	-0.0276924753	0.719859	0.0276924753	25.994751
Luiz	54	13	17.263518	17.990811	0.727293	0.020629892	0.727293	0.020629892	35.254329
Luiz	54	5	25.067271	23.804199	-1.263072	-0.025844772	1.263072	0.025844772	48.87147
Luiz	54	11	12.166626	13.47147	1.304844	0.050894731	1.304844	0.050894731	25.638096
Luiz	54	9	26.983119	25.67739	-1.305729	-0.0247952218	1.305729	0.0247952218	52.660509
Luiz	54	7	17.952756	19.894092	1.941336	0.0512945226	1.941336	0.0512945226	37.846848
Luiz	54	1	19.667355	21.998445	2.33109	0.0559473237	2.33109	0.0559473237	41.6658
Luiz	54	2	16.586493	20.137821	3.551328	0.0967023645	3.551328	0.0967023645	36.724314
Luiz	54	12	17.819829	22.112433	4.292604	0.107497141	4.292604	0.107497141	39.932262
Luiz	54	4	29.827863	25.452423	-4.37544	-0.079150097	4.37544	0.079150097	55.280286
Luiz	54	14	41.275515	36.460938	-4.814577	-0.0619346113	4.814577	0.0619346113	77.736453
Luiz	54	15	31.190055	26.326095	-4.86396	-0.0845668564	4.86396	0.0845668564	57.51615
Luiz	55	12	16.086645	16.013898	-0.072747	-0.0022662233	0.072747	0.0022662233	32.100543
Luiz	55	6	12.415488	12.199902	-0.215586	-0.0087581793	0.215586	0.0087581793	24.61539
Luiz	55	8	9.147006	9.808809	0.661803	0.0349129278	0.661803	0.0349129278	18.955815
Luiz	55	11	18.267462	17.52123	-0.746232	-0.0208510554	0.746232	0.0208510554	35.788692
Luiz	55	9	9.739956	8.74557	-0.994386	-0.0537926808	0.994386	0.0537926808	18.485526
Luiz	55	15	17.159796	18.176838	1.017042	0.0287815189	1.017042	0.0287815189	35.336634
Luiz	55	4	20.157468	21.30372	1.146252	0.0276463858	1.146252	0.0276463858	41.461188
Luiz	55	13	22.869285	21.628692	-1.240593	-0.0278797618	1.240593	0.0278797618	44.497977
Luiz	55	5	19.159011	17.812572	-1.346439	-0.0364182134	1.346439	0.0364182134	36.971583
Luiz	55	7	13.391289	12.006795	-1.384494	-0.0545117498	1.384494	0.0545117498	25.398084
Luiz	55	3	11.503584	13.234998	1.731414	0.0699884092	1.731414	0.0699884092	24.738582
Luiz	55	2	15.543255	17.281041	1.737786	0.0529420646	1.737786	0.0529420646	32.824296
Luiz	55	10	19.819044	21.795426	1.976382	0.047492663	1.976382	0.047492663	41.61447
Luiz	55	14	16.831815	19.046085	2.21427	0.0617168229	2.21427	0.0617168229	35.8779
Luiz	55	1	19.678329	17.134839	-2.54349	-0.0690918532	2.54349	0.0690918532	36.813168
Luiz	56	9	23.205231	23.455686	0.250455	0.0053675542	0.250455	0.0053675542	46.660917
Luiz	56	14	25.289937	25.65438	0.364443	0.0071537518	0.364443	0.0071537518	50.944317
Luiz	56	6	15.460242	14.846052	-0.61419	-0.0202660873	0.61419	0.0202660873	30.306294
Luiz	56	4	25.311	24.131118	-1.179882	-0.0238639049	1.179882	0.0238639049	49.442118
Luiz	56	11	28.848699	27.465267	-1.383432	-0.0245664104	1.383432	0.0245664104	56.313966
Luiz	56	5	23.769861	25.19064	1.420779	0.029018882	1.420779	0.029018882	48.960501
Luiz	56	3	11.917587	13.358013	1.440426	0.0569887955	1.440426	0.0569887955	25.2756
Luiz	56	2	11.044623	9.421002	-1.623621	-0.0793340541	1.623621	0.0793340541	20.465625
Luiz	56	12	12.820641	14.792775	1.972134	0.0714194144	1.972134	0.0714194144	27.613416
Luiz	56	8	20.844936	18.86997	-1.974966	-0.049728583	1.974966	0.049728583	39.714906
Luiz	56	7	16.646319	18.649428	2.003109	0.056752135	2.003109	0.056752135	35.295747
Luiz	56	1	12.622401	14.653476	2.031075	0.0744641501	2.031075	0.0744641501	27.275877
Luiz	56	15	17.043153	19.555668	2.512515	0.0686501623	2.512515	0.0686501623	36.598821
Luiz	56	13	19.107327	21.670287	2.56296	0.0628521325	2.56296	0.0628521325	40.777614
Luiz	56	10	33.217767	39.236298	6.018531	0.0830668507	6.018531	0.0830668507	72.454065
Luiz	57	1	5.454255	5.494257	0.040002	0.0036536472	0.040002	0.0036536472	10.948512
Luiz	57	15	9.556407	9.450561	-0.105846	-0.0055687998	0.105846	0.0055687998	19.006968
Luiz	57	3	7.315587	7.551528	0.235941	0.0158699923	0.235941	0.0158699923	14.867115
Luiz	57	9	7.028847	7.531527	0.50268	0.0345238385	0.50268	0.0345238385	14.560374
Luiz	57	10	11.417385	10.850454	-0.566931	-0.0254596326	0.566931	0.0254596326	22.267839
Luiz	57	5	13.426158	12.628065	-0.798093	-0.0306320016	0.798093	0.0306320016	26.054223
Luiz	57	8	9.757656	10.614159	0.856503	0.0420435293	0.856503	0.0420435293	20.371815
Luiz	57	4	6.00561	6.938046	0.932436	0.0720380702	0.932436	0.0720380702	12.943656
Luiz	57	12	9.133377	10.068645	0.935268	0.0487067456	0.935268	0.0487067456	19.202022
Luiz	57	2	7.847826	8.791059	0.943233	0.056688474	0.943233	0.056688474	16.638885
Luiz	57	7	7.833843	6.811314	-1.022529	-0.0698202826	1.022529	0.0698202826	14.645157
Luiz	57	11	10.983912	9.948285	-1.035627	-0.0494753131	1.035627	0.0494753131	20.932197
Luiz	57	6	8.851593	10.097496	1.245903	0.065750021	1.245903	0.065750021	18.949089
Luiz	57	14	13.021005	11.488362	-1.532643	-0.0625329491	1.532643	0.0625329491	24.509367
Luiz	57	13	13.039944	16.321347	3.281403	0.1117594931	3.281403	0.1117594931	29.361291
Luiz	58	9	7.700562	7.823931	0.123369	0.0079467329	0.123369	0.0079467329	15.524493
Luiz	58	5	4.392255	4.26039	-0.131865	-0.0152398486	0.131865	0.0152398486	8.652645
Luiz	58	3	7.333641	7.099647	-0.233994	-0.0162121063	0.233994	0.0162121063	14.433288
Luiz	58	2	8.836371	8.554056	-0.282315	-0.0162339315	0.282315	0.0162339315	17.390427
Luiz	58	6	12.201849	11.893692	-0.308157	-0.0127889637	0.308157	0.0127889637	24.095541
Luiz	58	7	10.100328	9.764559	-0.335769	-0.0169026383	0.335769	0.0169026383	19.864887
Luiz	58	10	14.355408	14.69454	0.339132	0.0116741001	0.339132	0.0116741001	29.049948
Luiz	58	8	8.714772	8.237757	-0.477015	-0.0281382795	0.477015	0.0281382795	16.952529
Luiz	58	12	11.616156	11.060553	-0.555603	-0.024501042	0.555603	0.024501042	22.676709
Luiz	58	11	13.829895	13.043838	-0.786057	-0.0292500115	0.786057	0.0292500115	26.873733
Luiz	58	15	13.480674	14.291688	0.811014	0.0292021975	0.811014	0.0292021975	27.772362
Luiz	58	13	12.812145	13.949547	1.137402	0.0425011244	1.137402	0.0425011244	26.761692
Luiz	58	1	13.116939	11.81121	-1.305729	-0.0523797014	1.305729	0.0523797014	24.928149
Luiz	58	4	4.939185	6.519441	1.580256	0.1379097284	1.580256	0.1379097284	11.458626
Luiz	58	14	9.924744	11.532966	1.608222	0.0749484451	1.608222	0.0749484451	21.45771
Luiz	59	4	4.18782	4.247469	0.059649	0.0070713641	0.059649	0.0070713641	8.435289
Luiz	59	3	4.276851	4.359156	0.082305	0.0095304462	0.082305	0.0095304462	8.636007
Luiz	59	2	6.353061	6.223143	-0.129918	-0.0103304622	0.129918	0.0103304622	12.576204
Luiz	59	13	10.998072	10.473798	-0.524274	-0.0244167834	0.524274	0.0244167834	21.47187
Luiz	59	8	8.125893	8.705037	0.579144	0.0344095068	0.579144	0.0344095068	16.83093
Luiz	59	7	6.822288	6.195885	-0.626403	-0.0481175815	0.626403	0.0481175815	13.018173
Luiz	59	11	5.042022	4.395795	-0.646227	-0.0684720842	0.646227	0.0684720842	9.437817
Luiz	59	12	10.521234	11.464467	0.943233	0.0429021117	0.943233	0.0429021117	21.985701
Luiz	59	1	6.36492	7.454532	1.089612	0.0788462524	1.089612	0.0788462524	13.819452
Luiz	59	6	6.634491	7.735254	1.100763	0.0766028207	1.100763	0.0766028207	14.369745
Luiz	59	14	8.830884	9.990057	1.159173	0.0615895348	1.159173	0.0615895348	18.820941
Luiz	59	5	7.279302	8.642202	1.3629	0.0856012095	1.3629	0.0856012095	15.921504
Luiz	59	10	6.9738	8.845044	1.871244	0.1182920825	1.871244	0.1182920825	15.818844
Luiz	59	15	4.644303	6.662457	2.018154	0.1784909205	2.018154	0.1784909205	11.30676
Luiz	59	9	5.917287	8.729286	2.811999	0.1919902355	2.811999	0.1919902355	14.646573
Luiz	60	1	4.786257	4.768026	-0.018231	-0.0019081495	0.018231	0.0019081495	9.554283
Luiz	60	9	5.996052	5.971803	-0.024249	-0.0020261776	0.024249	0.0020261776	11.967855
Luiz	60	6	5.520984	5.438148	-0.082836	-0.0075586278	0.082836	0.0075586278	10.959132
Luiz	60	4	4.154013	4.484826	0.330813	0.0382936874	0.330813	0.0382936874	8.638839
Luiz	60	11	5.14539	4.686783	-0.458607	-0.0466435039	0.458607	0.0466435039	9.832173
Luiz	60	15	7.139472	6.489174	-0.650298	-0.0477155251	0.650298	0.0477155251	13.628646
Luiz	60	3	3.500175	4.168704	0.668529	0.0871742793	0.668529	0.0871742793	7.668879
Luiz	60	12	4.967505	4.097196	-0.870309	-0.0960107785	0.870309	0.0960107785	9.064701
Luiz	60	2	5.377791	6.335715	0.957924	0.0817794433	0.957924	0.0817794433	11.713506
Luiz	60	10	4.633152	5.76666	1.133508	0.1089931241	1.133508	0.1089931241	10.399812
Luiz	60	5	8.930889	7.769946	-1.160943	-0.0695140692	1.160943	0.0695140692	16.700835
Luiz	60	8	2.879613	4.222512	1.342899	0.1890841121	1.342899	0.1890841121	7.102125
Luiz	60	13	12.96171	14.682327	1.720617	0.062241886	1.720617	0.062241886	27.644037
Luiz	60	7	4.122153	5.942067	1.819914	0.180830109	1.819914	0.180830109	10.06422
Luiz	60	14	7.195758	9.371973	2.176215	0.1313526276	2.176215	0.1313526276	16.567731
Luiz	61	12	19.540623	19.410528	-0.130095	-0.0033399526	0.130095	0.0033399526	38.951151
Luiz	61	11	17.408835	17.612562	0.203727	0.0058172151	0.203727	0.0058172151	35.021397
Luiz	61	10	23.182929	22.791405	-0.391524	-0.0085161429	0.391524	0.0085161429	45.974334
Luiz	61	15	14.804811	13.636788	-1.168023	-0.0410674168	1.168023	0.0410674168	28.441599
Luiz	61	2	26.393001	25.201083	-1.191918	-0.0231018347	1.191918	0.0231018347	51.594084
Luiz	61	3	33.319896	34.529337	1.209441	0.0178254189	1.209441	0.0178254189	67.849233
Luiz	61	6	11.756163	13.222962	1.466799	0.058720992	1.466799	0.058720992	24.979125
Luiz	61	7	19.90719	17.789385	-2.117805	-0.0561803029	2.117805	0.0561803029	37.696575
Luiz	61	5	14.22549	16.405245	2.179755	0.0711623472	2.179755	0.0711623472	30.630735
Luiz	61	8	21.462666	24.097488	2.634822	0.0578317185	2.634822	0.0578317185	45.560154
Luiz	61	13	31.249527	27.937149	-3.312378	-0.055964927	3.312378	0.055964927	59.186676
Luiz	61	9	19.195119	23.231781	4.036662	0.0951439299	4.036662	0.0951439299	42.4269
Luiz	61	14	16.00965	20.672007	4.662357	0.1271032276	4.662357	0.1271032276	36.681657
Luiz	61	1	25.904481	30.594627	4.690146	0.0830127442	4.690146	0.0830127442	56.499108
Luiz	61	4	24.800886	29.984685	5.183799	0.0946197859	5.183799	0.0946197859	54.785571
Luiz	62	6	10.785318	10.704075	-0.081243	-0.0037806093	0.081243	0.0037806093	21.489393
Luiz	62	12	12.509298	12.688068	0.17877	0.0070947892	0.17877	0.0070947892	25.197366
Luiz	62	11	14.647281	14.095041	-0.55224	-0.019213479	0.55224	0.019213479	28.742322
Luiz	62	9	16.758714	16.169835	-0.588879	-0.0178835393	0.588879	0.0178835393	32.928549
Luiz	62	5	15.838491	15.146244	-0.692247	-0.0223415498	0.692247	0.0223415498	30.984735
Luiz	62	10	15.540423	14.458068	-1.082355	-0.0360803148	1.082355	0.0360803148	29.998491
Luiz	62	2	22.112079	21.024768	-1.087311	-0.0252060843	1.087311	0.0252060843	43.136847
Luiz	62	4	24.231831	23.090181	-1.14165	-0.0241251365	1.14165	0.0241251365	47.322012
Luiz	62	7	8.711232	9.862086	1.150854	0.0619627575	1.150854	0.0619627575	18.573318
Luiz	62	14	14.232039	15.614055	1.382016	0.0463047526	1.382016	0.0463047526	29.846094
Luiz	62	15	10.650444	12.236718	1.586274	0.0693084621	1.586274	0.0693084621	22.887162
Luiz	62	8	19.188393	16.928103	-2.26029	-0.0625833137	2.26029	0.0625833137	36.116496
Luiz	62	13	13.01127	15.436878	2.425608	0.0852641796	2.425608	0.0852641796	28.448148
Luiz	62	1	30.56436	26.824704	-3.739656	-0.0651632165	3.739656	0.0651632165	57.389064
Luiz	62	3	26.660448	22.280583	-4.379865	-0.0894926999	4.379865	0.0894926999	48.941031
Luiz	63	11	7.796319	7.693128	-0.103191	-0.0066620196	0.103191	0.0066620196	15.489447
Luiz	63	5	17.740179	17.931516	0.191337	0.0053638326	0.191337	0.0053638326	35.671695
Luiz	63	15	19.788423	20.456421	0.667998	0.0165983498	0.667998	0.0165983498	40.244844
Luiz	63	6	16.054077	15.338112	-0.715965	-0.0228071066	0.715965	0.0228071066	31.392189
Luiz	63	2	11.95104	12.971091	1.020051	0.0409295256	1.020051	0.0409295256	24.922131
Luiz	63	10	14.785341	13.721394	-1.063947	-0.0373226538	1.063947	0.0373226538	28.506735
Luiz	63	3	12.065205	10.992408	-1.072797	-0.0465268022	1.072797	0.0465268022	23.057613
Luiz	63	7	10.308657	9.0801	-1.228557	-0.0633644024	1.228557	0.0633644024	19.388757
Luiz	63	8	8.854956	7.54197	-1.312986	-0.0800751312	1.312986	0.0800751312	16.396926
Luiz	63	13	20.456598	22.045173	1.588575	0.0373766778	1.588575	0.0373766778	42.501771
Luiz	63	4	18.497916	16.445778	-2.052138	-0.0587269909	2.052138	0.0587269909	34.943694
Luiz	63	12	22.057032	24.230769	2.173737	0.0469613365	2.173737	0.0469613365	46.287801
Luiz	63	14	20.225259	17.424411	-2.800848	-0.0743923652	2.800848	0.0743923652	37.64967
Luiz	63	1	18.949089	15.189609	-3.75948	-0.1101237077	3.75948	0.1101237077	34.138698
Luiz	63	9	11.615448	15.992481	4.377033	0.1585426056	4.377033	0.1585426056	27.607929
Luiz	64	1	5.449122	5.460981	0.011859	0.0010869742	0.011859	0.0010869742	10.910103
Luiz	64	11	10.627965	10.66602	0.038055	0.0017871244	0.038055	0.0017871244	21.293985
Luiz	64	7	11.680053	11.619519	-0.060534	-0.0025980735	0.060534	0.0025980735	23.299572
Luiz	64	13	13.448106	13.51572	0.067614	0.0025075818	0.067614	0.0025075818	26.963826
Luiz	64	12	8.237757	8.372454	0.134697	0.0081092889	0.134697	0.0081092889	16.610211
Luiz	64	6	5.368587	4.920777	-0.44781	-0.0435216404	0.44781	0.0435216404	10.289364
Luiz	64	2	3.544248	3.994359	0.450111	0.0597074499	0.450111	0.0597074499	7.538607
Luiz	64	10	14.704983	15.164475	0.459492	0.0153833391	0.459492	0.0153833391	29.869458
Luiz	64	4	5.755863	6.324564	0.568701	0.0470762333	0.568701	0.0470762333	12.080427
Luiz	64	8	9.790401	10.59876	0.808359	0.0396465063	0.808359	0.0396465063	20.389161
Luiz	64	3	7.010793	6.013752	-0.997041	-0.0765509275	0.997041	0.0765509275	13.024545
Luiz	64	9	7.909068	6.791313	-1.117755	-0.0760357844	1.117755	0.0760357844	14.700381
Luiz	64	5	4.969275	6.12774	1.158465	0.1043942898	1.158465	0.1043942898	11.097015
Luiz	64	15	9.669156	8.508567	-1.160589	-0.0638467755	1.160589	0.0638467755	18.177723
Luiz	64	14	12.217956	14.920392	2.702436	0.0995799744	2.702436	0.0995799744	27.138348
Luiz	65	14	18.965373	18.952275	-0.013098	-0.0003454328	0.013098	0.0003454328	37.917648
Luiz	65	3	8.33847	8.353338	0.014868	0.0008907363	0.014868	0.0008907363	16.691808
Luiz	65	7	5.419917	5.293362	-0.126555	-0.0118129099	0.126555	0.0118129099	10.713279
Luiz	65	11	5.49585	5.739756	0.243906	0.0217083084	0.243906	0.0217083084	11.235606
Luiz	65	15	19.330878	18.954753	-0.376125	-0.0098241818	0.376125	0.0098241818	38.285631
Luiz	65	1	13.839276	14.355939	0.516663	0.0183244923	0.516663	0.0183244923	28.195215
Luiz	65	9	10.837002	10.116435	-0.720567	-0.0343889644	0.720567	0.0343889644	20.953437
Luiz	65	10	7.441434	8.319	0.877566	0.0556815885	0.877566	0.0556815885	15.760434
Luiz	65	2	14.458953	13.55289	-0.906063	-0.0323457118	0.906063	0.0323457118	28.011843
Luiz	65	8	3.51345	4.715988	1.202538	0.1461263819	1.202538	0.1461263819	8.229438
Luiz	65	4	21.488331	20.15322	-1.335111	-0.0320619902	1.335111	0.0320619902	41.641551
Luiz	65	6	8.099874	9.479058	1.379184	0.0784566434	1.379184	0.0784566434	17.578932
Luiz	65	5	13.967955	17.360691	3.392736	0.108295009	3.392736	0.108295009	31.328646
Luiz	65	13	20.507574	17.042445	-3.465129	-0.0922803528	3.465129	0.0922803528	37.550019
Luiz	65	12	17.136786	21.209025	4.072239	0.1061977539	4.072239	0.1061977539	38.345811
Luiz	66	2	15.114384	15.196866	0.082482	0.0027211679	0.082482	0.0027211679	30.31125
Luiz	66	6	7.815612	7.593123	-0.222489	-0.0144391477	0.222489	0.0144391477	15.408735
Luiz	66	8	22.492983	22.010658	-0.482325	-0.0108378773	0.482325	0.0108378773	44.503641
Luiz	66	4	22.465902	23.021151	0.555249	0.0122067481	0.555249	0.0122067481	45.487053
Luiz	66	3	14.154867	14.959686	0.804819	0.0276431859	0.804819	0.0276431859	29.114553
Luiz	66	1	17.767791	16.613043	-1.154748	-0.0335869688	1.154748	0.0335869688	34.380834
Luiz	66	12	31.795041	33.261486	1.466445	0.0225410895	1.466445	0.0225410895	65.056527
Luiz	66	14	30.164871	31.733091	1.56822	0.0253355676	1.56822	0.0253355676	61.897962
Luiz	66	15	29.812287	28.228491	-1.583796	-0.0272876425	1.583796	0.0272876425	58.040778
Luiz	66	11	28.823742	30.713748	1.890006	0.0317448048	1.890006	0.0317448048	59.53749
Luiz	66	9	19.861878	22.580421	2.718543	0.0640526801	2.718543	0.0640526801	42.442299
Luiz	66	13	26.301315	29.034018	2.732703	0.0493844141	2.732703	0.0493844141	55.335333
Luiz	66	5	30.657108	26.603631	-4.053477	-0.0707898129	4.053477	0.0707898129	57.260739
Luiz	66	10	34.501371	26.59071	-7.910661	-0.1294875026	7.910661	0.1294875026	61.092081
Luiz	66	7	28.777191	17.601765	-11.175426	-0.2409589815	11.175426	0.2409589815	46.378956
Luiz	67	14	29.818128	29.861847	0.043719	0.0007325573	0.043719	0.0007325573	59.679975
Luiz	67	9	18.930504	18.764655	-0.165849	-0.0043997427	0.165849	0.0043997427	37.695159
Luiz	67	6	16.389315	16.18311	-0.206205	-0.0063306616	0.206205	0.0063306616	32.572425
Luiz	67	12	22.265361	22.040571	-0.22479	-0.005073587	0.22479	0.005073587	44.305932
Luiz	67	8	10.720536	11.180559	0.460023	0.0210045662	0.460023	0.0210045662	21.901095
Luiz	67	15	24.019077	23.31444	-0.704637	-0.0148866394	0.704637	0.0148866394	47.333517
Luiz	67	13	15.631578	16.739421	1.107843	0.0342233182	1.107843	0.0342233182	32.370999
Luiz	67	7	12.193884	13.335003	1.141119	0.0446991285	1.141119	0.0446991285	25.528887
Luiz	67	4	19.066086	17.604243	-1.461843	-0.0398644637	1.461843	0.0398644637	36.670329
Luiz	67	11	27.144543	28.620015	1.475472	0.0264589562	1.475472	0.0264589562	55.764558
Luiz	67	10	20.290572	18.748194	-1.542378	-0.039508882	1.542378	0.039508882	39.038766
Luiz	67	2	19.256007	17.707611	-1.548396	-0.0418897306	1.548396	0.0418897306	36.963618
Luiz	67	3	21.697014	23.327538	1.630524	0.0362141082	1.630524	0.0362141082	45.024552
Luiz	67	1	19.640982	16.838541	-2.802441	-0.0768223038	2.802441	0.0768223038	36.479523
Luiz	67	5	21.887289	18.467826	-3.419463	-0.0847343143	3.419463	0.0847343143	40.355115
Luiz	68	1	15.551574	15.18483	-0.366744	-0.0119319098	0.366744	0.0119319098	30.736404
Luiz	68	3	15.55653	16.340817	0.784287	0.0245878442	0.784287	0.0245878442	31.897347
Luiz	68	11	21.140172	22.060218	0.920046	0.0212971688	0.920046	0.0212971688	43.20039
Luiz	68	12	25.058067	26.02962	0.971553	0.0190173613	0.971553	0.0190173613	51.087687
Luiz	68	10	26.046966	24.967974	-1.078992	-0.02115051	1.078992	0.02115051	51.01494
Luiz	68	2	15.98841	17.219268	1.230858	0.0370654642	1.230858	0.0370654642	33.207678
Luiz	68	13	23.324706	24.653622	1.328916	0.0276982558	1.328916	0.0276982558	47.978328
Luiz	68	7	23.15514	24.638046	1.482906	0.0310275611	1.482906	0.0310275611	47.793186
Luiz	68	15	33.140772	35.301234	2.160462	0.0315663162	2.160462	0.0315663162	68.442006
Luiz	68	6	22.9569	25.419855	2.462955	0.0509119514	2.462955	0.0509119514	48.376755
Luiz	68	4	32.914389	36.416688	3.502299	0.0505155718	3.502299	0.0505155718	69.331077
Luiz	68	14	37.755693	41.592699	3.837006	0.0483564431	3.837006	0.0483564431	79.348392
Luiz	68	8	30.119205	26.26326	-3.855945	-0.0683890816	3.855945	0.0683890816	56.382465
Luiz	68	9	28.420713	32.571894	4.151181	0.0680603962	4.151181	0.0680603962	60.992607
Luiz	68	5	26.919045	33.908775	6.98973	0.1149100855	6.98973	0.1149100855	60.82782
Luiz	69	5	20.68068	21.065655	0.384975	0.0092217676	0.384975	0.0092217676	41.746335
Luiz	69	15	25.124442	25.562694	0.438252	0.0086462175	0.438252	0.0086462175	50.687136
Luiz	69	6	17.462643	16.592157	-0.870486	-0.0255613306	0.870486	0.0255613306	34.0548
Luiz	69	12	18.70359	17.829741	-0.873849	-0.023919226	0.873849	0.023919226	36.533331
Luiz	69	8	19.536552	20.567223	1.030671	0.0257000993	1.030671	0.0257000993	40.103775
Luiz	69	9	16.666143	18.269055	1.602912	0.0458824364	1.602912	0.0458824364	34.935198
Luiz	69	3	10.993116	13.426158	2.433042	0.0996361317	2.433042	0.0996361317	24.419274
Luiz	69	13	8.326965	10.772397	2.445432	0.1280373659	2.445432	0.1280373659	19.099362
Luiz	69	11	25.311885	28.452396	3.140511	0.0584125918	3.140511	0.0584125918	53.764281
Luiz	69	2	19.356189	22.843797	3.487608	0.0826447668	3.487608	0.0826447668	42.199986
Luiz	69	1	21.522669	17.430075	-4.092594	-0.1050656149	4.092594	0.1050656149	38.952744
Luiz	69	7	15.316872	19.431237	4.114365	0.1184054361	4.114365	0.1184054361	34.748109
Luiz	69	4	28.178223	32.541804	4.363581	0.0718639503	4.363581	0.0718639503	60.720027
Luiz	69	14	31.387941	35.777187	4.389246	0.0653500727	4.389246	0.0653500727	67.165128
Luiz	69	10	14.489574	19.021482	4.531908	0.1352362038	4.531908	0.1352362038	33.511056
Luiz	70	4	28.007418	28.68285	0.675432	0.0119144259	0.675432	0.0119144259	56.690268
Luiz	70	2	19.253706	18.456675	-0.797031	-0.021135586	0.797031	0.021135586	37.710381
Luiz	70	8	11.861124	11.046393	-0.814731	-0.0355660982	0.814731	0.0355660982	22.907517
Luiz	70	13	36.312966	35.317695	-0.995271	-0.013894483	0.995271	0.013894483	71.630661
Luiz	70	15	32.805357	33.986832	1.181475	0.0176888199	1.181475	0.0176888199	66.792189
Luiz	70	6	28.147602	29.390142	1.24254	0.0215952158	1.24254	0.0215952158	57.537744
Luiz	70	12	24.392193	25.745712	1.353519	0.0269959225	1.353519	0.0269959225	50.137905
Luiz	70	7	23.360283	21.513819	-1.846464	-0.0411476535	1.846464	0.0411476535	44.874102
Luiz	70	10	35.225832	33.041652	-2.18418	-0.0319944412	2.18418	0.0319944412	68.267484
Luiz	70	11	20.498016	18.30003	-2.197986	-0.0566519768	2.197986	0.0566519768	38.798046
Luiz	70	5	30.596397	32.797746	2.201349	0.034724801	2.201349	0.034724801	63.394143
Luiz	70	3	19.141311	16.83978	-2.301531	-0.0639650143	2.301531	0.0639650143	35.981091
Luiz	70	1	21.76746	19.064139	-2.703321	-0.0662065916	2.703321	0.0662065916	40.831599
Luiz	70	9	26.143077	30.001854	3.858777	0.0687288582	3.858777	0.0687288582	56.144931
Luiz	70	14	41.078337	36.744492	-4.333845	-0.0556886078	4.333845	0.0556886078	77.822829
Luiz	71	9	12.191937	11.349771	-0.842166	-0.0357733602	0.842166	0.0357733602	23.541708
Luiz	71	15	27.694482	28.556295	0.861813	0.0153209084	0.861813	0.0153209084	56.250777
Luiz	71	8	11.297025	12.267693	0.970668	0.0411915814	0.970668	0.0411915814	23.564718
Luiz	71	3	10.744962	11.800059	1.055097	0.0467995572	1.055097	0.0467995572	22.545021
Luiz	71	13	36.08499	34.806696	-1.278294	-0.018031649	1.278294	0.018031649	70.891686
Luiz	71	6	18.258258	16.91058	-1.347678	-0.0383202311	1.347678	0.0383202311	35.168838
Luiz	71	7	18.260382	15.959028	-2.301354	-0.0672528837	2.301354	0.0672528837	34.21941
Luiz	71	4	21.780027	24.245991	2.465964	0.0535776091	2.465964	0.0535776091	46.026018
Luiz	71	2	22.294212	24.780354	2.486142	0.0528128501	2.486142	0.0528128501	47.074566
Luiz	71	10	32.678094	35.678598	3.000504	0.0438948099	3.000504	0.0438948099	68.356692
Luiz	71	11	34.916259	31.529187	-3.387072	-0.0509752316	3.387072	0.0509752316	66.445446
