Medidor	Planta	Folha	AE	AD	FAtot	FArel	FAtot_abs	FArel_abs	Atot
Andreza	56	7	16.28	17.932	1.652	0.0482871507	1.652	0.0482871507	34.212
Andreza	56	11	28.072	26.409	-1.663	-0.030524403	1.663	0.030524403	54.481
Andreza	56	15	16.902	18.591	1.689	0.0475868481	1.689	0.0475868481	35.493
Andreza	56	12	12.5	14.208	1.708	0.0639508761	1.708	0.0639508761	26.708
Andreza	56	8	20.178	18.255	-1.923	-0.0500351261	1.923	0.0500351261	38.433
Andreza	56	13	18.787	20.717	1.93	0.0488558121	1.93	0.0488558121	39.504
Andreza	56	1	12.311	14.249	1.938	0.0729668675	1.938	0.0729668675	26.56
Andreza	56	10	32.156	38.236	6.08	0.0863734515	6.08	0.0863734515	70.392
Andreza	57	3	7.14	7.154	0.014	0.0009794319	0.014	0.0009794319	14.294
Andreza	57	1	5.328	5.289	-0.039	-0.0036733541	0.039	0.0036733541	10.617
Andreza	57	10	10.991	10.639	-0.352	-0.0162736939	0.352	0.0162736939	21.63
Andreza	57	5	12.905	12.388	-0.517	-0.0204404381	0.517	0.0204404381	25.293
Andreza	57	4	5.945	6.616	0.671	0.0534193137	0.671	0.0534193137	12.561
Andreza	57	9	6.675	7.371	0.696	0.0495514737	0.696	0.0495514737	14.046
Andreza	57	12	8.884	9.594	0.71	0.0384240719	0.71	0.0384240719	18.478
Andreza	57	15	9.634	8.829	-0.805	-0.0436007149	0.805	0.0436007149	18.463
Andreza	57	8	9.475	10.295	0.82	0.0414769853	0.82	0.0414769853	19.77
Andreza	57	2	7.651	8.478	0.827	0.0512741025	0.827	0.0512741025	16.129
Andreza	57	6	8.695	9.743	1.048	0.0568391366	1.048	0.0568391366	18.438
Andreza	57	11	10.715	9.66	-1.055	-0.0517791411	1.055	0.0517791411	20.375
Andreza	57	7	7.806	6.383	-1.423	-0.1002889562	1.423	0.1002889562	14.189
Andreza	57	14	12.742	10.946	-1.796	-0.0758189801	1.796	0.0758189801	23.688
Andreza	57	13	13.031	15.361	2.33	0.0820653705	2.33	0.0820653705	28.392
Andreza	58	6	11.64	11.587	-0.053	-0.0022818272	0.053	0.0022818272	23.227
Andreza	58	10	14.06	14.006	-0.054	-0.0019240362	0.054	0.0019240362	28.066
Andreza	58	9	7.498	7.395	-0.103	-0.0069160008	0.103	0.0069160008	14.893
Andreza	58	8	8.136	8.012	-0.124	-0.0076789695	0.124	0.0076789695	16.148
Andreza	58	7	9.607	9.382	-0.225	-0.0118489652	0.225	0.0118489652	18.989
Andreza	58	15	13.302	13.545	0.243	0.0090512906	0.243	0.0090512906	26.847
Andreza	58	2	8.538	8.256	-0.282	-0.0167917113	0.282	0.0167917113	16.794
Andreza	58	5	4.301	3.928	-0.373	-0.0453275003	0.373	0.0453275003	8.229
Andreza	58	3	7.165	6.776	-0.389	-0.0279033068	0.389	0.0279033068	13.941
Andreza	58	12	11.205	10.642	-0.563	-0.0257701286	0.563	0.0257701286	21.847
Andreza	58	13	12.376	13.293	0.917	0.0357240251	0.917	0.0357240251	25.669
Andreza	58	11	13.408	12.402	-1.006	-0.0389771406	1.006	0.0389771406	25.81
Andreza	58	4	4.914	6.125	1.211	0.1097019658	1.211	0.1097019658	11.039
Andreza	58	14	9.659	10.924	1.265	0.0614584852	1.265	0.0614584852	20.583
Andreza	58	1	12.76	11.301	-1.459	-0.0606375462	1.459	0.0606375462	24.061
Andreza	59	4	4.101	3.988	-0.113	-0.0139695883	0.113	0.0139695883	8.089
Andreza	59	3	4.273	4.028	-0.245	-0.0295145163	0.245	0.0295145163	8.301
Andreza	59	13	10.505	10.123	-0.382	-0.0185185185	0.382	0.0185185185	20.628
Andreza	59	7	6.481	6.039	-0.442	-0.0353035144	0.442	0.0353035144	12.52
Andreza	59	2	6.26	5.803	-0.457	-0.03788444	0.457	0.03788444	12.063
Andreza	59	8	7.781	8.401	0.62	0.0383141762	0.62	0.0383141762	16.182
Andreza	59	11	4.981	4.11	-0.871	-0.0958090419	0.871	0.0958090419	9.091
Andreza	59	1	6.118	7.105	0.987	0.0746426681	0.987	0.0746426681	13.223
Andreza	59	14	8.524	9.555	1.031	0.0570274905	1.031	0.0570274905	18.079
Andreza	59	6	6.371	7.455	1.084	0.0784030088	1.084	0.0784030088	13.826
Andreza	59	12	9.971	11.097	1.126	0.0534459844	1.126	0.0534459844	21.068
Andreza	59	5	6.969	8.312	1.343	0.0878869184	1.343	0.0878869184	15.281
Andreza	59	15	4.633	6.207	1.574	0.145202952	1.574	0.145202952	10.84
Andreza	59	10	6.451	8.5	2.049	0.1370476891	2.049	0.1370476891	14.951
Andreza	59	9	5.772	8.242	2.47	0.1762523191	2.47	0.1762523191	14.014
Andreza	60	1	4.587	4.634	0.047	0.0050970611	0.047	0.0050970611	9.221
Andreza	60	6	5.339	5.273	-0.066	-0.0062193743	0.066	0.0062193743	10.612
Andreza	60	9	5.72	5.878	0.158	0.0136230385	0.158	0.0136230385	11.598
Andreza	60	11	4.877	4.656	-0.221	-0.0231826288	0.221	0.0231826288	9.533
Andreza	60	4	3.997	4.355	0.358	0.0428639847	0.358	0.0428639847	8.352
Andreza	60	15	6.91	6.298	-0.612	-0.0463355542	0.612	0.0463355542	13.208
Andreza	60	3	3.296	4.12	0.824	0.1111111111	0.824	0.1111111111	7.416
Andreza	60	2	5.127	6.206	1.079	0.0952086826	1.079	0.0952086826	11.333
Andreza	60	12	4.944	3.822	-1.122	-0.1279945243	1.122	0.1279945243	8.766
Andreza	60	5	8.677	7.506	-1.171	-0.0723598838	1.171	0.0723598838	16.183
Andreza	60	10	4.434	5.639	1.205	0.1196267249	1.205	0.1196267249	10.073
Andreza	60	8	2.789	4.07	1.281	0.1867619186	1.281	0.1867619186	6.859
Andreza	60	7	3.967	5.747	1.78	0.1832406835	1.78	0.1832406835	9.714
Andreza	60	13	12.531	14.316	1.785	0.0664878757	1.785	0.0664878757	26.847
Andreza	60	14	6.78	9.216	2.436	0.152288072	2.436	0.152288072	15.996
Andreza	61	12	18.98	18.95	-0.03	-0.0007909307	0.03	0.0007909307	37.93
Andreza	61	11	17.017	17.087	0.07	0.0020525452	0.07	0.0020525452	34.104
Andreza	61	10	22.484	22.282	-0.202	-0.0045123531	0.202	0.0045123531	44.766
Andreza	61	15	14.323	13.365	-0.958	-0.0345998266	0.958	0.0345998266	27.688
Andreza	61	3	32.363	33.69	1.327	0.0200899278	1.327	0.0200899278	66.053
Andreza	61	2	25.89	24.346	-1.544	-0.0307349311	1.544	0.0307349311	50.236
Andreza	61	7	19.16	17.54	-1.62	-0.0441416894	1.62	0.0441416894	36.7
Andreza	61	6	11.299	13.019	1.72	0.0707295008	1.72	0.0707295008	24.318
Andreza	61	5	13.776	16.03	2.254	0.0756223579	2.254	0.0756223579	29.806
Andreza	61	8	20.844	23.505	2.661	0.0600013529	2.661	0.0600013529	44.349
Andreza	61	13	30.362	27.312	-3.05	-0.0528834483	3.05	0.0528834483	57.674
Andreza	61	9	18.67	22.643	3.973	0.0961682763	3.973	0.0961682763	41.313
Andreza	61	1	25.179	29.871	4.692	0.0852316076	4.692	0.0852316076	55.05
Andreza	61	14	15.407	20.279	4.872	0.1365241271	4.872	0.1365241271	35.686
Andreza	61	4	23.896	29.509	5.613	0.1051025185	5.613	0.1051025185	53.405
Andreza	62	12	16.005	15.942	-0.063	-0.0019720162	0.063	0.0019720162	31.947
Andreza	62	6	10.492	10.392	-0.1	-0.0047883547	0.1	0.0047883547	20.884
Andreza	62	9	16.166	15.859	-0.307	-0.0095862607	0.307	0.0095862607	32.025
Andreza	62	11	18.443	18.039	-0.404	-0.0110739543	0.404	0.0110739543	36.482
Andreza	62	4	23.327	22.7	-0.627	-0.013622439	0.627	0.013622439	46.027
Andreza	62	5	15.451	14.689	-0.762	-0.0252820173	0.762	0.0252820173	30.14
Andreza	62	2	21.539	20.423	-1.116	-0.0265954912	1.116	0.0265954912	41.962
Andreza	62	7	8.445	9.584	1.139	0.0631759942	1.139	0.0631759942	18.029
Andreza	62	10	19.762	18.319	-1.443	-0.0378929125	1.443	0.0378929125	38.081
Andreza	62	15	13.538	15.482	1.944	0.0669882839	1.944	0.0669882839	29.02
Andreza	62	14	17.872	19.97	2.098	0.0554410443	2.098	0.0554410443	37.842
Andreza	62	8	18.725	16.454	-2.271	-0.0645555587	2.271	0.0645555587	35.179
Andreza	62	13	16.513	19.544	3.031	0.0840613473	3.031	0.0840613473	36.057
Andreza	62	1	29.772	26.074	-3.698	-0.0662178133	3.698	0.0662178133	55.846
Andreza	62	3	25.943	21.645	-4.298	-0.0903168866	4.298	0.0903168866	47.588
Andreza	63	5	22.73	22.608	-0.122	-0.0026908995	0.122	0.0026908995	45.338
Andreza	63	11	9.711	9.911	0.2	0.0101926409	0.2	0.0101926409	19.622
Andreza	63	6	20.438	19.429	-1.009	-0.0253091529	1.009	0.0253091529	39.867
Andreza	63	15	25.016	26.072	1.056	0.0206702161	1.056	0.0206702161	51.088
Andreza	63	3	15.216	16.462	1.246	0.0393332912	1.246	0.0393332912	31.678
Andreza	63	2	15.201	16.462	1.261	0.039825664	1.261	0.039825664	31.663
Andreza	63	10	18.766	17.447	-1.319	-0.0364233839	1.319	0.0364233839	36.213
Andreza	63	7	13.105	11.507	-1.598	-0.0649276776	1.598	0.0649276776	24.612
Andreza	63	8	11.213	9.562	-1.651	-0.0794705174	1.651	0.0794705174	20.775
Andreza	63	13	25.865	28.093	2.228	0.0412913748	2.228	0.0412913748	53.958
Andreza	63	4	23.573	20.825	-2.748	-0.0618946799	2.748	0.0618946799	44.398
Andreza	63	12	27.879	30.945	3.066	0.052121583	3.066	0.052121583	58.824
Andreza	63	14	25.652	22.115	-3.537	-0.0740469362	3.537	0.0740469362	47.767
Andreza	63	1	23.856	19.525	-4.331	-0.0998363339	4.331	0.0998363339	43.381
Andreza	63	9	14.576	20.516	5.94	0.1692693491	5.94	0.1692693491	35.092
Andreza	64	1	6.9	6.912	0.012	0.0008688097	0.012	0.0008688097	13.812
Andreza	64	11	13.463	13.5	0.037	0.0013722509	0.037	0.0013722509	26.963
Andreza	64	7	14.856	14.69	-0.166	-0.0056183578	0.166	0.0056183578	29.546
Andreza	64	13	16.952	17.209	0.257	0.007523199	0.257	0.007523199	34.161
Andreza	64	6	6.715	6.28	-0.435	-0.0334744132	0.435	0.0334744132	12.995
Andreza	64	12	10.248	10.783	0.535	0.0254386382	0.535	0.0254386382	21.031
Andreza	64	2	4.436	5.083	0.647	0.0679693245	0.647	0.0679693245	9.519
Andreza	64	10	18.515	19.398	0.883	0.0232901643	0.883	0.0232901643	37.913
Andreza	64	4	7.18	8.117	0.937	0.0612538406	0.937	0.0612538406	15.297
Andreza	64	3	8.79	7.694	-1.096	-0.0664887163	1.096	0.0664887163	16.484
Andreza	64	8	12.284	13.533	1.249	0.0483789751	1.249	0.0483789751	25.817
Andreza	64	5	6.328	7.707	1.379	0.0982543641	1.379	0.0982543641	14.035
Andreza	64	15	12.238	10.765	-1.473	-0.0640351259	1.473	0.0640351259	23.003
Andreza	64	9	10.029	8.545	-1.484	-0.0798966297	1.484	0.0798966297	18.574
Andreza	64	14	15.414	18.969	3.555	0.1033941192	3.555	0.1033941192	34.383
Andreza	65	3	10.524	10.449	-0.075	-0.0035760263	0.075	0.0035760263	20.973
Andreza	65	7	6.796	6.685	-0.111	-0.0082338105	0.111	0.0082338105	13.481
Andreza	65	15	24.455	24.093	-0.362	-0.0074565379	0.362	0.0074565379	48.548
Andreza	65	14	23.873	24.259	0.386	0.0080196127	0.386	0.0080196127	48.132
Andreza	65	11	6.775	7.361	0.586	0.0414544426	0.586	0.0414544426	14.136
Andreza	65	2	17.994	17.225	-0.769	-0.0218348051	0.769	0.0218348051	35.219
Andreza	65	9	13.702	12.803	-0.899	-0.0339181287	0.899	0.0339181287	26.505
Andreza	65	1	17.273	18.183	0.91	0.0256656137	0.91	0.0256656137	35.456
Andreza	65	10	9.412	10.395	0.983	0.0496289191	0.983	0.0496289191	19.807
Andreza	65	8	4.476	5.869	1.393	0.1346544224	1.393	0.1346544224	10.345
Andreza	65	4	26.936	25.518	-1.418	-0.0270332101	1.418	0.0270332101	52.454
Andreza	65	6	10.325	11.964	1.639	0.0735340302	1.639	0.0735340302	22.289
Andreza	65	13	25.936	21.73	-4.206	-0.0882389963	4.206	0.0882389963	47.666
Andreza	65	5	17.402	21.819	4.417	0.1126182402	4.417	0.1126182402	39.221
Andreza	65	12	21.757	26.957	5.2	0.1067454941	5.2	0.1067454941	48.714
Andreza	66	5	55.814	55.814	0	0	0	0	111.628
Andreza	66	8	21.649	21.702	0.053	0.0012225785	0.053	0.0012225785	43.351
Andreza	66	2	14.649	14.849	0.2	0.0067801207	0.2	0.0067801207	29.498
Andreza	66	6	7.336	7.629	0.293	0.0195790177	0.293	0.0195790177	14.965
Andreza	66	4	21.819	22.459	0.64	0.0144541307	0.64	0.0144541307	44.278
Andreza	66	12	31.261	32.098	0.837	0.0132104358	0.837	0.0132104358	63.359
Andreza	66	1	17.167	16.319	-0.848	-0.025324016	0.848	0.025324016	33.486
Andreza	66	3	13.637	14.699	1.062	0.0374788255	1.062	0.0374788255	28.336
Andreza	66	14	29.344	30.975	1.631	0.0270395729	1.631	0.0270395729	60.319
Andreza	66	11	27.93	30.07	2.14	0.0368965517	2.14	0.0368965517	58
Andreza	66	15	29.411	27.095	-2.316	-0.0409867979	2.316	0.0409867979	56.506
Andreza	66	9	19.333	22.008	2.675	0.0647057401	2.675	0.0647057401	41.341
Andreza	66	13	25.557	28.355	2.798	0.0518993916	2.798	0.0518993916	53.912
Andreza	66	10	33.548	25.981	-7.567	-0.1271145156	7.567	0.1271145156	59.529
Andreza	66	7	28.093	17.076	-11.017	-0.2439062189	11.017	0.2439062189	45.169
Andreza	67	6	15.82	15.866	0.046	0.0014517453	0.046	0.0014517453	31.686
Andreza	67	15	22.593	22.504	-0.089	-0.0019735237	0.089	0.0019735237	45.097
Andreza	67	8	10.595	10.685	0.09	0.0042293233	0.09	0.0042293233	21.28
Andreza	67	12	21.705	21.437	-0.268	-0.0062120439	0.268	0.0062120439	43.142
Andreza	67	9	18.472	18.192	-0.28	-0.007636919	0.28	0.007636919	36.664
Andreza	67	14	28.091	28.986	0.895	0.0156805719	0.895	0.0156805719	57.077
Andreza	67	7	11.877	12.967	1.09	0.0438737723	1.09	0.0438737723	24.844
Andreza	67	11	26.499	27.835	1.336	0.0245886554	1.336	0.0245886554	54.334
Andreza	67	10	19.692	18.296	-1.396	-0.0367484469	1.396	0.0367484469	37.988
Andreza	67	2	18.695	17.282	-1.413	-0.0392750924	1.413	0.0392750924	35.977
Andreza	67	13	14.585	16.003	1.418	0.0463580489	1.418	0.0463580489	30.588
Andreza	67	4	18.6	17.075	-1.525	-0.0427470217	1.525	0.0427470217	35.675
Andreza	67	3	21.02	22.856	1.836	0.0418452001	1.836	0.0418452001	43.876
Andreza	67	1	19.209	16.297	-2.912	-0.0820143074	2.912	0.0820143074	35.506
Andreza	67	5	21.368	17.93	-3.438	-0.0874853682	3.438	0.0874853682	39.298
Andreza	68	1	15.147	14.764	-0.383	-0.0128046538	0.383	0.0128046538	29.911
Andreza	68	11	20.775	21.273	0.498	0.0118436073	0.498	0.0118436073	42.048
Andreza	68	3	15.216	15.837	0.621	0.0199980678	0.621	0.0199980678	31.053
Andreza	68	10	25.43	24.343	-1.087	-0.0218391497	1.087	0.0218391497	49.773
Andreza	68	2	15.598	16.731	1.133	0.035045934	1.133	0.035045934	32.329
Andreza	68	13	22.767	23.944	1.177	0.025197491	1.177	0.025197491	46.711
Andreza	68	12	24.201	25.551	1.35	0.0271345876	1.35	0.0271345876	49.752
Andreza	68	7	22.577	23.965	1.388	0.0298225259	1.388	0.0298225259	46.542
Andreza	68	15	32.524	34.166	1.642	0.0246213825	1.642	0.0246213825	66.69
Andreza	68	6	22.165	24.989	2.824	0.0598888748	2.824	0.0598888748	47.154
Andreza	68	4	32.078	35.488	3.41	0.0504691709	3.41	0.0504691709	67.566
Andreza	68	14	36.704	40.655	3.951	0.0510735661	3.951	0.0510735661	77.359
Andreza	68	9	27.669	31.722	4.053	0.068242663	4.053	0.068242663	59.391
Andreza	68	8	29.604	25.337	-4.267	-0.0776651317	4.267	0.0776651317	54.941
Andreza	68	5	26.42	32.854	6.434	0.108546749	6.434	0.108546749	59.274
Andreza	69	15	24.569	24.806	0.237	0.0048	0.237	0.0048	49.375
Andreza	69	5	20.189	20.464	0.275	0.0067645684	0.275	0.0067645684	40.653
Andreza	69	12	18.114	17.398	-0.716	-0.0201621987	0.716	0.0201621987	35.512
Andreza	69	6	16.921	16.147	-0.774	-0.0234063143	0.774	0.0234063143	33.068
Andreza	69	8	18.996	20.065	1.069	0.0273674509	1.069	0.0273674509	39.061
Andreza	69	9	16.044	17.891	1.847	0.0544275821	1.847	0.0544275821	33.935
Andreza	69	13	8.221	10.341	2.12	0.1142118306	2.12	0.1142118306	18.562
Andreza	69	3	10.599	13.143	2.544	0.1071518827	2.544	0.1071518827	23.742
Andreza	69	11	24.612	27.711	3.099	0.0592282553	3.099	0.0592282553	52.323
Andreza	69	2	18.876	22.211	3.335	0.0811692263	3.335	0.0811692263	41.087
Andreza	69	14	30.722	34.778	4.056	0.0619236641	4.056	0.0619236641	65.5
Andreza	69	4	27.545	31.665	4.12	0.0695828407	4.12	0.0695828407	59.21
Andreza	69	7	14.819	19.002	4.183	0.1236805535	4.183	0.1236805535	33.821
Andreza	69	1	21.068	16.841	-4.227	-0.1115038645	4.227	0.1115038645	37.909
Andreza	69	10	14.12	18.504	4.384	0.1343795978	4.384	0.1343795978	32.624
Andreza	70	15	32.36	32.747	0.387	0.0059440613	0.387	0.0059440613	65.107
Andreza	70	8	11.308	10.902	-0.406	-0.018280054	0.406	0.018280054	22.21
Andreza	70	2	18.659	18.025	-0.634	-0.0172827391	0.634	0.0172827391	36.684
Andreza	70	13	34.994	34.316	-0.678	-0.0097821382	0.678	0.0097821382	69.31
Andreza	70	4	27.097	28.104	1.007	0.0182424231	1.007	0.0182424231	55.201
Andreza	70	7	22.325	21.202	-1.123	-0.0258000781	1.123	0.0258000781	43.527
Andreza	70	12	23.486	24.652	1.166	0.0242220283	1.166	0.0242220283	48.138
Andreza	70	6	27.208	28.581	1.373	0.0246105863	1.373	0.0246105863	55.789
Andreza	70	10	34.349	32.222	-2.127	-0.0319508495	2.127	0.0319508495	66.571
Andreza	70	11	20.043	17.757	-2.286	-0.0604761905	2.286	0.0604761905	37.8
Andreza	70	3	18.723	16.322	-2.401	-0.0685119133	2.401	0.0685119133	35.045
Andreza	70	1	21.088	18.651	-2.437	-0.0613251466	2.437	0.0613251466	39.739
Andreza	70	5	29.635	32.145	2.51	0.040628035	2.51	0.040628035	61.78
Andreza	70	9	25.491	29.207	3.716	0.0679366704	3.716	0.0679366704	54.698
Andreza	70	14	39.9	35.956	-3.944	-0.0519932504	3.944	0.0519932504	75.856
Andreza	71	15	27.431	27.389	-0.042	-0.0007661437	0.042	0.0007661437	54.82
Andreza	71	9	11.963	10.945	-1.018	-0.0444386241	1.018	0.0444386241	22.908
Andreza	71	8	10.936	11.959	1.023	0.044682245	1.023	0.044682245	22.895
Andreza	71	3	10.412	11.522	1.11	0.0506063645	1.11	0.0506063645	21.934
Andreza	71	13	35.232	33.853	-1.379	-0.0199609177	1.379	0.0199609177	69.085
Andreza	71	6	17.972	16.245	-1.727	-0.0504719876	1.727	0.0504719876	34.217
Andreza	71	4	21.384	23.436	2.052	0.0457831325	2.052	0.0457831325	44.82
Andreza	71	7	17.689	15.615	-2.074	-0.0622748018	2.074	0.0622748018	33.304
Andreza	71	2	21.75	24.067	2.317	0.0505707488	2.317	0.0505707488	45.817
Andreza	71	11	33.836	30.91	-2.926	-0.045191981	2.926	0.045191981	64.746
Andreza	71	10	31.764	34.845	3.081	0.0462550106	3.081	0.0462550106	66.609
Andreza	71	14	39.36	43.173	3.813	0.0461997019	3.813	0.0461997019	82.533
Andreza	71	5	22.499	26.927	4.428	0.0895884757	4.428	0.0895884757	49.426
Andreza	71	1	21.448	26.101	4.653	0.0978569476	4.653	0.0978569476	47.549
Andreza	71	12	31.868	26.854	-5.014	-0.0853853752	5.014	0.0853853752	58.722
Andreza	72	4	14.704	14.811	0.107	0.0036252753	0.107	0.0036252753	29.515
Andreza	72	12	12.144	11.652	-0.492	-0.0206757438	0.492	0.0206757438	23.796
Andreza	72	11	13.934	15.112	1.178	0.0405563589	1.178	0.0405563589	29.046
Andreza	72	15	18.325	16.931	-1.394	-0.0395393692	1.394	0.0395393692	35.256
Andreza	72	13	18.759	20.222	1.463	0.0375311049	1.463	0.0375311049	38.981
Andreza	72	1	14.682	16.266	1.584	0.0511826289	1.584	0.0511826289	30.948
Andreza	72	2	15.114	13.102	-2.012	-0.0713070598	2.012	0.0713070598	28.216
Andreza	72	3	13.984	11.649	-2.335	-0.0910935123	2.335	0.0910935123	25.633
Andreza	72	14	16.261	19.906	3.645	0.1007824813	3.645	0.1007824813	36.167
Andreza	72	10	14.326	18.246	3.92	0.1203487658	3.92	0.1203487658	32.572
Andreza	72	5	16.356	22.929	6.573	0.1673157694	6.573	0.1673157694	39.285
Andreza	73	2	9.413	9.476	0.063	0.0033352745	0.063	0.0033352745	18.889
Andreza	73	4	7.586	7.437	-0.149	-0.0099181255	0.149	0.0099181255	15.023
Andreza	73	9	10.624	11.12	0.496	0.0228108904	0.496	0.0228108904	21.744
Andreza	73	10	10.364	9.807	-0.557	-0.0276139011	0.557	0.0276139011	20.171
Andreza	73	3	9.025	9.68	0.655	0.035017375	0.655	0.035017375	18.705
Andreza	73	14	7.019	7.688	0.669	0.0454885429	0.669	0.0454885429	14.707
Andreza	73	13	7.769	8.503	0.734	0.0451081613	0.734	0.0451081613	16.272
Andreza	73	6	17.914	18.658	0.744	0.0203434321	0.744	0.0203434321	36.572
Andreza	73	5	13.39	14.198	0.808	0.0292880963	0.808	0.0292880963	27.588
Andreza	73	11	7.36	8.393	1.033	0.0655748111	1.033	0.0655748111	15.753
Andreza	73	8	13.557	14.75	1.193	0.0421450525	1.193	0.0421450525	28.307
Andreza	73	1	12.283	13.665	1.382	0.0532603669	1.382	0.0532603669	25.948
Andreza	73	15	9.74	11.994	2.254	0.1037084752	2.254	0.1037084752	21.734
Andreza	73	12	13.721	11.259	-2.462	-0.0985588471	2.462	0.0985588471	24.98
Andreza	73	7	18.901	24.687	5.786	0.1327429568	5.786	0.1327429568	43.588
Andreza	74	3	13.821	14.017	0.196	0.0070407357	0.196	0.0070407357	27.838
Andreza	74	1	18.087	18.618	0.531	0.0144666939	0.531	0.0144666939	36.705
Andreza	74	8	18.401	18.993	0.592	0.0158314168	0.592	0.0158314168	37.394
Andreza	74	10	21.339	22.026	0.687	0.0158422691	0.687	0.0158422691	43.365
Andreza	74	7	13.644	12.78	-0.864	-0.0326975477	0.864	0.0326975477	26.424
Andreza	74	11	22.384	21.426	-0.958	-0.0218671536	0.958	0.0218671536	43.81
Andreza	74	13	20.359	21.358	0.999	0.0239470719	0.999	0.0239470719	41.717
Andreza	74	9	15.27	16.515	1.245	0.0391694195	1.245	0.0391694195	31.785
Andreza	74	6	13.796	15.248	1.452	0.0499931139	1.452	0.0499931139	29.044
Andreza	74	12	15.675	13.967	-1.708	-0.0576209433	1.708	0.0576209433	29.642
Andreza	74	4	31.586	28.45	-3.136	-0.0522353255	3.136	0.0522353255	60.036
Andreza	74	5	29.29	26.032	-3.258	-0.0588915802	3.258	0.0588915802	55.322
Andreza	74	15	17.377	20.859	3.482	0.0910660111	3.482	0.0910660111	38.236
Andreza	74	2	11.511	15.586	4.075	0.1503856515	4.075	0.1503856515	27.097
Andreza	74	14	16.707	21.263	4.556	0.1199894654	4.556	0.1199894654	37.97
Andreza	75	7	22.345	22.366	0.021	0.0004696831	0.021	0.0004696831	44.711
Andreza	75	1	9.457	9.652	0.195	0.0102046156	0.195	0.0102046156	19.109
Andreza	75	14	29.151	28.689	-0.462	-0.0079875519	0.462	0.0079875519	57.84
Andreza	75	3	12.754	12.129	-0.625	-0.0251175501	0.625	0.0251175501	24.883
Andreza	75	13	22.37	23.08	0.71	0.0156215622	0.71	0.0156215622	45.45
Andreza	75	2	13.648	12.796	-0.852	-0.0322190289	0.852	0.0322190289	26.444
Andreza	75	6	13.969	12.777	-1.192	-0.0445674119	1.192	0.0445674119	26.746
Andreza	75	8	23.765	22.139	-1.626	-0.0354217497	1.626	0.0354217497	45.904
Andreza	75	15	25.286	23.62	-1.666	-0.0340653499	1.666	0.0340653499	48.906
Andreza	75	9	16.296	17.993	1.697	0.0494910904	1.697	0.0494910904	34.289
Andreza	75	5	15.358	18.984	3.626	0.105584998	3.626	0.105584998	34.342
Andreza	75	12	24.815	28.496	3.681	0.0690476637	3.681	0.0690476637	53.311
Andreza	75	10	30.437	35.487	5.05	0.0766033614	5.05	0.0766033614	65.924
Andreza	75	11	19.404	25.108	5.704	0.1281452193	5.704	0.1281452193	44.512
Andreza	75	4	16.105	23.021	6.916	0.1767622553	6.916	0.1767622553	39.126
Andreza	76	10	19.955	19.541	-0.414	-0.0104820741	0.414	0.0104820741	39.496
Andreza	76	15	23.701	24.118	0.417	0.0087203831	0.417	0.0087203831	47.819
Andreza	76	6	18.203	17.404	-0.799	-0.022439408	0.799	0.022439408	35.607
Andreza	76	8	13.002	13.872	0.87	0.0323732976	0.87	0.0323732976	26.874
Andreza	76	12	17.412	16.229	-1.183	-0.0351654231	1.183	0.0351654231	33.641
Andreza	76	7	13.969	15.556	1.587	0.0537510584	1.587	0.0537510584	29.525
Andreza	76	13	9.504	11.233	1.729	0.0833775377	1.729	0.0833775377	20.737
Andreza	76	9	22.845	20.871	-1.974	-0.045155092	1.974	0.045155092	43.716
Andreza	76	2	19.455	17.044	-2.411	-0.0660566043	2.411	0.0660566043	36.499
Andreza	76	1	21.678	24.188	2.51	0.0547246326	2.51	0.0547246326	45.866
Andreza	76	14	28.405	30.921	2.516	0.042409736	2.516	0.042409736	59.326
Andreza	76	3	16.955	19.785	2.83	0.0770277627	2.83	0.0770277627	36.74
Andreza	76	11	17.409	20.893	3.484	0.0909613075	3.484	0.0909613075	38.302
Andreza	76	5	22.158	27.588	5.43	0.1091545049	5.43	0.1091545049	49.746
Andreza	76	4	29.422	23.812	-5.61	-0.1053837773	5.61	0.1053837773	53.234
Andreza	77	6	14.047	13.964	-0.083	-0.0029631216	0.083	0.0029631216	28.011
Andreza	77	8	9.482	9.226	-0.256	-0.0136839855	0.256	0.0136839855	18.708
Andreza	77	7	14.005	14.459	0.454	0.0159499719	0.454	0.0159499719	28.464
Andreza	77	12	20.296	20.8	0.504	0.0122639673	0.504	0.0122639673	41.096
Andreza	77	13	15.575	14.94	-0.635	-0.020809438	0.635	0.020809438	30.515
Andreza	77	10	11.758	10.849	-0.909	-0.0402087849	0.909	0.0402087849	22.607
Andreza	77	14	34.176	32.952	-1.224	-0.018233822	1.224	0.018233822	67.128
Andreza	77	2	14.229	15.476	1.247	0.0419794647	1.247	0.0419794647	29.705
Andreza	77	4	25.739	27.903	2.164	0.0403415234	2.164	0.0403415234	53.642
Andreza	77	9	19.319	21.648	2.329	0.0568506359	2.329	0.0568506359	40.967
Andreza	77	11	18.036	20.538	2.502	0.0648623425	2.502	0.0648623425	38.574
Andreza	77	3	16.92	13.74	-3.18	-0.1037181996	3.18	0.1037181996	30.66
Andreza	77	1	20.922	17.366	-3.556	-0.0928750522	3.556	0.0928750522	38.288
Andreza	77	5	22.577	18.151	-4.426	-0.1086721666	4.426	0.1086721666	40.728
Andreza	77	15	34.44	29.77	-4.67	-0.0727301043	4.67	0.0727301043	64.21
